"state","surveyResult","restaurants__name","restaurants__image_url","restaurants__url","restaurants__rating","restaurants__location__address1","restaurants__location__address2","restaurants__location__address3","restaurants__location__city","restaurants__location__zip_code","restaurants__location__country","restaurants__location__state","restaurants__location__display_address__001","restaurants__location__display_address__002","restaurants__location__display_address__003"
"Texas","Austin","Hopdoddy Burger Bar","https://s3-media4.fl.yelpcdn.com/bphoto/WIn1UfZ0EcbJnolebYQFaw/o.jpg","https://www.yelp.com/biz/hopdoddy-burger-bar-austin?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","1400 S Congress Ave","Ste A190","","Austin","78704","US","TX","1400 S Congress Ave","Ste A190","Austin, TX 78704"
"","","Franklin Barbecue","https://s3-media1.fl.yelpcdn.com/bphoto/Hw9QWXsRkMiXaRW9PAtQNQ/o.jpg","https://www.yelp.com/biz/franklin-barbecue-austin?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.5","900 E 11th St","","","Austin","78702","US","TX","900 E 11th St","Austin, TX 78702",""
"","","The Salt Lick BBQ","https://s3-media4.fl.yelpcdn.com/bphoto/4qv5K5oTwranZGhFQ2pZXw/o.jpg","https://www.yelp.com/biz/the-salt-lick-bbq-driftwood?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","18300 Fm 1826","","","Driftwood","78619","US","TX","18300 Fm 1826","Driftwood, TX 78619",""
"","","Moonshine Patio Bar & Grill","https://s3-media2.fl.yelpcdn.com/bphoto/PZI3DXoUU8XqvP7k2_qpPg/o.jpg","https://www.yelp.com/biz/moonshine-patio-bar-and-grill-austin?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.5","303 Red River St","","","Austin","78701","US","TX","303 Red River St","Austin, TX 78701",""
"","","Home Slice Pizza","https://s3-media1.fl.yelpcdn.com/bphoto/l8-93Y1PXjJrMSpusmKNOw/o.jpg","https://www.yelp.com/biz/home-slice-pizza-austin?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.5","1415 S Congress St","null","","Austin","78704","US","TX","1415 S Congress St","Austin, TX 78704",""
"Florida","Jacksonville","Hawkers Asian Street Fare","https://s3-media3.fl.yelpcdn.com/bphoto/9Lwzgg9djDo1CxRiC9BaVg/o.jpg","https://www.yelp.com/biz/hawkers-asian-street-fare-jacksonville?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","1001 Park St","","","Jacksonville","32204","US","FL","1001 Park St","Jacksonville, FL 32204",""
"","","Kickbacks Gastropub-Goozlepipe & Guttyworks","https://s3-media3.fl.yelpcdn.com/bphoto/-LQlCbYJ4lrhLPPzgSlEJQ/o.jpg","https://www.yelp.com/biz/kickbacks-gastropub-goozlepipe-and-guttyworks-jacksonville-3?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.5","910-914 King St","","","Jacksonville","32204","US","FL","910-914 King St","Jacksonville, FL 32204",""
"","","Maple Street Biscuit Company - San Marco","https://s3-media4.fl.yelpcdn.com/bphoto/JpA-8hcIvDpscls8vAWLVw/o.jpg","https://www.yelp.com/biz/maple-street-biscuit-company-san-marco-jacksonville?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.5","2004 San Marco Blvd","","","Jacksonville","32207","US","FL","2004 San Marco Blvd","Jacksonville, FL 32207",""
"","","TacoLu","https://s3-media2.fl.yelpcdn.com/bphoto/CWNP1TpcDDtDMdc6ZE_WIA/o.jpg","https://www.yelp.com/biz/tacolu-jacksonville-beach?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","1712 Beach Blvd","","","Jacksonville Beach","32250","US","FL","1712 Beach Blvd","Jacksonville Beach, FL 32250",""
"","","Black Sheep Restaurant","https://s3-media1.fl.yelpcdn.com/bphoto/OBx2xh4T0S4wd8iYlyLfoQ/o.jpg","https://www.yelp.com/biz/black-sheep-restaurant-jacksonville?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","1534 Oak St","null","","Jacksonville","32204","US","FL","1534 Oak St","Jacksonville, FL 32204",""
"Texas","Fort Worth","Hard Eight BBQ","https://s3-media3.fl.yelpcdn.com/bphoto/vlOOz_vyQfteJ_dq-Cn0Ng/o.jpg","https://www.yelp.com/biz/hard-eight-bbq-coppell?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","688 Freeport Pkwy","","","Coppell","75019","US","TX","688 Freeport Pkwy","Coppell, TX 75019",""
"","","Joe T Garcia's","https://s3-media2.fl.yelpcdn.com/bphoto/AYX3HquVsMpugVD9yAVdIw/o.jpg","https://www.yelp.com/biz/joe-t-garcias-fort-worth?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.5","2201 N Commerce St","","","Fort Worth","76164","US","TX","2201 N Commerce St","Fort Worth, TX 76164",""
"","","Rodeo Goat","https://s3-media1.fl.yelpcdn.com/bphoto/C4u-tXW8I67My0_gcr4Vmw/o.jpg","https://www.yelp.com/biz/rodeo-goat-fort-worth?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","2836 Bledsoe St","","","Fort Worth","76107","US","TX","2836 Bledsoe St","Fort Worth, TX 76107",""
"","","The Ranch","https://s3-media3.fl.yelpcdn.com/bphoto/ajb0eqA8dKQZQyn9dtjEkQ/o.jpg","https://www.yelp.com/biz/the-ranch-irving?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","857 W John Carpenter Fwy","","","Irving","75039","US","TX","857 W John Carpenter Fwy","Irving, TX 75039",""
"","","Heim Barbecue","https://s3-media1.fl.yelpcdn.com/bphoto/cLpDWvvS3l3cByKbV4M-lQ/o.jpg","https://www.yelp.com/biz/heim-barbecue-fort-worth-3?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.5","1109 W Magnolia Ave","null","","Fort Worth","76104","US","TX","1109 W Magnolia Ave","Fort Worth, TX 76104",""
"California","San Francisco","Brenda's French Soul Food","https://s3-media4.fl.yelpcdn.com/bphoto/dG9IHIWb-CKg_nx_KnLFgQ/o.jpg","https://www.yelp.com/biz/brendas-french-soul-food-san-francisco?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","652 Polk St","","","San Francisco","94102","US","CA","652 Polk St","San Francisco, CA 94102",""
"","","Tartine Bakery & Cafe","https://s3-media1.fl.yelpcdn.com/bphoto/ctsqUNzbfDH5HsDI61m2fw/o.jpg","https://www.yelp.com/biz/tartine-bakery-and-cafe-san-francisco?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","600 Guerrero St","","","San Francisco","94110","US","CA","600 Guerrero St","San Francisco, CA 94110",""
"","","House of Prime Rib","https://s3-media4.fl.yelpcdn.com/bphoto/HLrjaMoAgYSac0vx71YpCA/o.jpg","https://www.yelp.com/biz/house-of-prime-rib-san-francisco?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","1906 Van Ness Ave","","","San Francisco","94109","US","CA","1906 Van Ness Ave","San Francisco, CA 94109",""
"","","Burma Superstar","https://s3-media3.fl.yelpcdn.com/bphoto/UaR8ZJlXHHWO3t-47tp0jg/o.jpg","https://www.yelp.com/biz/burma-superstar-san-francisco-2?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","309 Clement St","","","San Francisco","94118","US","CA","309 Clement St","San Francisco, CA 94118",""
"","","San Tung","https://s3-media4.fl.yelpcdn.com/bphoto/LTtoZ25m8FX1UV37asnTCw/o.jpg","https://www.yelp.com/biz/san-tung-san-francisco-2?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","1031 Irving St","","","San Francisco","94122","US","CA","1031 Irving St","San Francisco, CA 94122",""
"Ohio","Columbus","Hot Chicken Takeover","https://s3-media2.fl.yelpcdn.com/bphoto/1mEypr-9UmjJsC7D65zezQ/o.jpg","https://www.yelp.com/biz/hot-chicken-takeover-columbus?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.5","59 Spruce St","null","North Market","Columbus","43215","US","OH","59 Spruce St","North Market","Columbus, OH 43215"
"","","Schmidt's Sausage Haus und Restaurant","https://s3-media2.fl.yelpcdn.com/bphoto/jlzqBR0hiYlb_vMk_yMWig/o.jpg","https://www.yelp.com/biz/schmidts-sausage-haus-und-restaurant-columbus?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","240 E Kossuth St","null","","Columbus","43206","US","OH","240 E Kossuth St","Columbus, OH 43206",""
"","","Dirty Frank's Hot Dog Palace","https://s3-media2.fl.yelpcdn.com/bphoto/o4kvu2-YQE9w11y9LvpV4g/o.jpg","https://www.yelp.com/biz/dirty-franks-hot-dog-palace-columbus?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","248 S 4th St","","","Columbus","43215","US","OH","248 S 4th St","Columbus, OH 43215",""
"","","Northstar Café","https://s3-media2.fl.yelpcdn.com/bphoto/rfp0SG6iik-N_XE1CzCYrA/o.jpg","https://www.yelp.com/biz/northstar-caf%C3%A9-columbus-5?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.5","951 N High St","null","","Columbus","43201","US","OH","951 N High St","Columbus, OH 43201",""
"","","Brassica","https://s3-media1.fl.yelpcdn.com/bphoto/1PDNySpRzTliJwQkoK1Z_A/o.jpg","https://www.yelp.com/biz/brassica-columbus?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.5","680 N High St","null","","Columbus","43215","US","OH","680 N High St","Columbus, OH 43215",""
"North Carolina","Charlotte","Amélie's French Bakery & Café","https://s3-media1.fl.yelpcdn.com/bphoto/z2nOlr9YhTV2BUo0pYTBYg/o.jpg","https://www.yelp.com/biz/am%C3%A9lies-french-bakery-and-caf%C3%A9-charlotte-11?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","2424 N Davidson St","Ste 102","","Charlotte","28205","US","NC","2424 N Davidson St","Ste 102","Charlotte, NC 28205"
"","","Tupelo Honey","https://s3-media1.fl.yelpcdn.com/bphoto/zlCdu2jy8opqBvuWJUDrlw/o.jpg","https://www.yelp.com/biz/tupelo-honey-charlotte-2?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","1820 South Blvd","","","Charlotte","28203","US","NC","1820 South Blvd","Charlotte, NC 28203",""
"","","The Cowfish Sushi Burger Bar","https://s3-media3.fl.yelpcdn.com/bphoto/DTOiEUO3w1wu8OrNxYVP_g/o.jpg","https://www.yelp.com/biz/the-cowfish-sushi-burger-bar-charlotte?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","4310 Sharon Rd","Ste X05","","Charlotte","28211","US","NC","4310 Sharon Rd","Ste X05","Charlotte, NC 28211"
"","","Midwood Smokehouse","https://s3-media2.fl.yelpcdn.com/bphoto/a9iTkIBj0AQUZLCgz0w9fA/o.jpg","https://www.yelp.com/biz/midwood-smokehouse-charlotte?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.5","1401 Central Ave","","","Charlotte","28205","US","NC","1401 Central Ave","Charlotte, NC 28205",""
"","","Cabo Fish Taco","https://s3-media2.fl.yelpcdn.com/bphoto/SGLdjisUtvX3xBjAfHMBcw/o.jpg","https://www.yelp.com/biz/cabo-fish-taco-charlotte?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","3201 N Davidson St","","","Charlotte","28205","US","NC","3201 N Davidson St","Charlotte, NC 28205",""
"Indiana","Indianapolis","St. Elmo Steak House","https://s3-media2.fl.yelpcdn.com/bphoto/ddsQchaIxYhU97h2A_MI3Q/o.jpg","https://www.yelp.com/biz/st-elmo-steak-house-indianapolis?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","127 S Illinois St","","","Indianapolis","46225","US","IN","127 S Illinois St","Indianapolis, IN 46225",""
"","","The Eagle","https://s3-media2.fl.yelpcdn.com/bphoto/Doz-yCWzr-SpBi_vl4StZw/o.jpg","https://www.yelp.com/biz/the-eagle-indianapolis-13?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.5","310 Massachusetts Ave","","","Indianapolis","46204","US","IN","310 Massachusetts Ave","Indianapolis, IN 46204",""
"","","BRU Burger Bar - Indianapolis","https://s3-media4.fl.yelpcdn.com/bphoto/QdbiUoQFyUFFTHCA1y0wBg/o.jpg","https://www.yelp.com/biz/bru-burger-bar-indianapolis-indianapolis?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","410 Massachusetts Ave","","","Indianapolis","46204","US","IN","410 Massachusetts Ave","Indianapolis, IN 46204",""
"","","Nada","https://s3-media2.fl.yelpcdn.com/bphoto/r3UBSQCY05f_1nhSMXHfdA/o.jpg","https://www.yelp.com/biz/nada-indianapolis?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.5","11 W Maryland St","null","","Indianapolis","46204","US","IN","11 W Maryland St","Indianapolis, IN 46204",""
"","","Bakersfield","https://s3-media3.fl.yelpcdn.com/bphoto/SFMs_4K0lTnafgDXkBZroQ/o.jpg","https://www.yelp.com/biz/bakersfield-indianapolis?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.5","334 Massachusetts Ave","","","Indianapolis","46204","US","IN","334 Massachusetts Ave","Indianapolis, IN 46204",""
"Washington","Seattle","Pike Place Chowder","https://s3-media3.fl.yelpcdn.com/bphoto/ijju-wYoRAxWjHPTCxyQGQ/o.jpg","https://www.yelp.com/biz/pike-place-chowder-seattle?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.5","1530 Post Aly","Ste 11","","Seattle","98101","US","WA","1530 Post Aly","Ste 11","Seattle, WA 98101"
"","","Piroshky Piroshky","https://s3-media4.fl.yelpcdn.com/bphoto/aVDkb0xGCnLVoKrmHecz0A/o.jpg","https://www.yelp.com/biz/piroshky-piroshky-seattle?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.5","1908 Pike Pl","","","Seattle","98101","US","WA","1908 Pike Pl","Seattle, WA 98101",""
"","","Paseo Caribbean Food - Fremont","https://s3-media3.fl.yelpcdn.com/bphoto/o5csrmtkMORuMcVBW2dnYg/o.jpg","https://www.yelp.com/biz/paseo-caribbean-food-fremont-seattle-2?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.5","4225 Fremont Ave N","","","Seattle","98103","US","WA","4225 Fremont Ave N","Seattle, WA 98103",""
"","","Japonessa Sushi Cocina","https://s3-media3.fl.yelpcdn.com/bphoto/vucCrknnlu1RRvRaKWwovQ/o.jpg","https://www.yelp.com/biz/japonessa-sushi-cocina-seattle?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","1400 1st Ave","","","Seattle","98101","US","WA","1400 1st Ave","Seattle, WA 98101",""
"","","The Pink Door","https://s3-media1.fl.yelpcdn.com/bphoto/c_vzRF4h3ywnyeM116QFuA/o.jpg","https://www.yelp.com/biz/the-pink-door-seattle-4?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.5","1919 Post Alley","","","Seattle","98101","US","WA","1919 Post Alley","Seattle, WA 98101",""
"Colorado","Denver","Snooze, An A.M. Eatery","https://s3-media3.fl.yelpcdn.com/bphoto/S3iyh7PBCNqcrRCl5bfn2w/o.jpg","https://www.yelp.com/biz/snooze-an-a-m-eatery-denver-12?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.5","2262 Larimer St","","","Denver","80205","US","CO","2262 Larimer St","Denver, CO 80205",""
"","","Root Down","https://s3-media3.fl.yelpcdn.com/bphoto/21eJsFMltbsHGicq5__7LQ/o.jpg","https://www.yelp.com/biz/root-down-denver?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.5","1600 W 33rd Ave","","","Denver","80211","US","CO","1600 W 33rd Ave","Denver, CO 80211",""
"","","Linger","https://s3-media2.fl.yelpcdn.com/bphoto/_5mQyB29yVKHu-uNp8P2Qw/o.jpg","https://www.yelp.com/biz/linger-denver-2?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","2030 W 30th Ave","","","Denver","80211","US","CO","2030 W 30th Ave","Denver, CO 80211",""
"","","Denver Biscuit Co.","https://s3-media2.fl.yelpcdn.com/bphoto/oyGNMkjRI4RAir2PEJDC1g/o.jpg","https://www.yelp.com/biz/denver-biscuit-co-denver-17?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.5","3237 E Colfax Ave","","Atomic Cowboy","Denver","80206","US","CO","3237 E Colfax Ave","Atomic Cowboy","Denver, CO 80206"
"","","Steuben's Uptown","https://s3-media2.fl.yelpcdn.com/bphoto/iPEj2KIB41JR844HgsWXyQ/o.jpg","https://www.yelp.com/biz/steubens-uptown-denver?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","523 E 17th Ave","null","","Denver","80203","US","CO","523 E 17th Ave","Denver, CO 80203",""
"District of Columbia","Washington DC","Founding Farmers - Washington","https://s3-media2.fl.yelpcdn.com/bphoto/AWpidG8KMEEIRmqiKEnZHA/o.jpg","https://www.yelp.com/biz/founding-farmers-washington-washington?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","1924 Pennsylvania Ave NW","","","Washington, DC","20006","US","DC","1924 Pennsylvania Ave NW","Washington, DC 20006",""
"","","Old Ebbitt Grill","https://s3-media3.fl.yelpcdn.com/bphoto/_3geLjiSmV_ccdnci4e9kQ/o.jpg","https://www.yelp.com/biz/old-ebbitt-grill-washington?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","675 15th St NW","","","Washington, DC","20005","US","DC","675 15th St NW","Washington, DC 20005",""
"","","Zaytinya","https://s3-media2.fl.yelpcdn.com/bphoto/qf8Mc1iHho1dN-CJFItEwQ/o.jpg","https://www.yelp.com/biz/zaytinya-washington?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","701 9th St NW","","","Washington, DC","20001","US","DC","701 9th St NW","Washington, DC 20001",""
"","","Ben's Chili Bowl","https://s3-media4.fl.yelpcdn.com/bphoto/mh426QQOLEGWsVpefSo9Ww/o.jpg","https://www.yelp.com/biz/bens-chili-bowl-washington?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.5","1213 U St NW","","","Washington, DC","20009","US","DC","1213 U St NW","Washington, DC 20009",""
"","","Farmers Fishers Bakers","https://s3-media2.fl.yelpcdn.com/bphoto/sYT0ZP0ZRzlvpGYY0SV1Xg/o.jpg","https://www.yelp.com/biz/farmers-fishers-bakers-washington?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","3000 K St NW","","","Washington, DC","20007","US","DC","3000 K St NW","Washington, DC 20007",""
"Texas","El Paso","L & J Cafe","https://s3-media3.fl.yelpcdn.com/bphoto/U9kxe4htuqUjg6F0mxT-xg/o.jpg","https://www.yelp.com/biz/l-and-j-cafe-el-paso?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.5","3622 E Missouri Ave","","","El Paso","79903","US","TX","3622 E Missouri Ave","El Paso, TX 79903",""
"","","Crave Kitchen and Bar","https://s3-media4.fl.yelpcdn.com/bphoto/47G4hWH2KbUkZu2c7x1I6A/o.jpg","https://www.yelp.com/biz/crave-kitchen-and-bar-el-paso-2?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","300 Cincinnati Ave","","","El Paso","79902","US","TX","300 Cincinnati Ave","El Paso, TX 79902",""
"","","Cattleman's Steakhouse","https://s3-media2.fl.yelpcdn.com/bphoto/2uIj43jR0uBpvRONF2ZzkA/o.jpg","https://www.yelp.com/biz/cattlemans-steakhouse-fabens-3?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.5","3450 S Fabens Carlsbad Rd","null","null","Fabens","79838","US","TX","3450 S Fabens Carlsbad Rd","Fabens, TX 79838",""
"","","The Hoppy Monk - El Paso","https://s3-media1.fl.yelpcdn.com/bphoto/E2mfIuh8dRqEdbVFCGNy2g/o.jpg","https://www.yelp.com/biz/the-hoppy-monk-el-paso-el-paso?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.5","4141 N Mesa St","","","El Paso","79902","US","TX","4141 N Mesa St","El Paso, TX 79902",""
"","","Kiki's Restaurant & Bar","https://s3-media2.fl.yelpcdn.com/bphoto/9qhzM5v9kiwQxl3YQzbTmA/o.jpg","https://www.yelp.com/biz/kikis-restaurant-and-bar-el-paso?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","2719 N Piedras St","","","El Paso","79930","US","TX","2719 N Piedras St","El Paso, TX 79930",""
"Massachusetts","Boston","Neptune Oyster","https://s3-media3.fl.yelpcdn.com/bphoto/I-rmXr22DWBTHIEOXU6VLw/o.jpg","https://www.yelp.com/biz/neptune-oyster-boston?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.5","63 Salem St","","","Boston","02113","US","MA","63 Salem St","Boston, MA 02113",""
"","","Giacomo's Ristorante","https://s3-media2.fl.yelpcdn.com/bphoto/AfzWBQYFuCvP1gHZ5aUccw/o.jpg","https://www.yelp.com/biz/giacomos-ristorante-boston?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","355 Hanover St","","","Boston","02113","US","MA","355 Hanover St","Boston, MA 02113",""
