"state","surveyResult","restaurants__name","restaurants__image_url","restaurants__url","restaurants__rating","restaurants__location__address1","restaurants__location__address2","restaurants__location__address3","restaurants__location__city","restaurants__location__zip_code","restaurants__location__country","restaurants__location__state","restaurants__location__display_address__001","restaurants__location__display_address__002","restaurants__location__display_address__003"
"Florida","Tampa","Datz Tampa","https://s3-media2.fl.yelpcdn.com/bphoto/AicguQGtx9qx6kk8vfwAAA/o.jpg","https://www.yelp.com/biz/datz-tampa-tampa?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","2616 S MacDill Ave","","","Tampa","33629","US","FL","2616 S MacDill Ave","Tampa, FL 33629",""
"","","Bern's Steak House","https://s3-media3.fl.yelpcdn.com/bphoto/18QzY28MeEZ8Y3RhQJrXLw/o.jpg","https://www.yelp.com/biz/berns-steak-house-tampa?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.5","1208 S Howard Ave","","","Tampa","33606","US","FL","1208 S Howard Ave","Tampa, FL 33606",""
"","","Ulele","https://s3-media3.fl.yelpcdn.com/bphoto/xOzk6ivlLaDbFJEgDA6svQ/o.jpg","https://www.yelp.com/biz/ulele-tampa?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","1810 N Highland Ave","","","Tampa","33602","US","FL","1810 N Highland Ave","Tampa, FL 33602",""
"","","Columbia Restaurant","https://s3-media2.fl.yelpcdn.com/bphoto/h7E7TO_AQVkmvA1lKYjIjg/o.jpg","https://www.yelp.com/biz/columbia-restaurant-tampa?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","2117 E 7th Ave","","","Tampa","33605","US","FL","2117 E 7th Ave","Tampa, FL 33605",""
"","","Frenchy's Rockaway Grill","https://s3-media1.fl.yelpcdn.com/bphoto/Miju7eivX3hvlYSZbvF3ng/o.jpg","https://www.yelp.com/biz/frenchys-rockaway-grill-clearwater-beach?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","7 Rockaway St","","","Clearwater Beach","33767","US","FL","7 Rockaway St","Clearwater Beach, FL 33767",""
"Kansas","Wichita","Doo-Dah Diner","https://s3-media2.fl.yelpcdn.com/bphoto/eva0ZcpLJ3GxqzzkvFfJDg/o.jpg","https://www.yelp.com/biz/doo-dah-diner-wichita?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.5","206 E Kellogg","","","Wichita","67202","US","KS","206 E Kellogg","Wichita, KS 67202",""
"","","The Anchor","https://s3-media4.fl.yelpcdn.com/bphoto/sJjWJf-booRdEutlAxg-qg/o.jpg","https://www.yelp.com/biz/the-anchor-wichita?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","1109 E Douglas St","","","Wichita","67211","US","KS","1109 E Douglas St","Wichita, KS 67211",""
"","","Public","https://s3-media1.fl.yelpcdn.com/bphoto/p39Swltw4ylcE5oNrIhGRg/o.jpg","https://www.yelp.com/biz/public-wichita?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","129 N Rock Island","null","","Wichita","67202","US","KS","129 N Rock Island","Wichita, KS 67202",""
"","","Sabor Latin Bar & Grill","https://s3-media3.fl.yelpcdn.com/bphoto/o84SwGAWk0_O2gEAgyw22g/o.jpg","https://www.yelp.com/biz/sabor-latin-bar-and-grill-wichita?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","309 N Mead St","","Old Town Sq","Wichita","67202","US","KS","309 N Mead St","Old Town Sq","Wichita, KS 67202"
"","","Redrock Canyon Grill","https://s3-media4.fl.yelpcdn.com/bphoto/r0nZaXlTPhq2IyvLWXEMBg/o.jpg","https://www.yelp.com/biz/redrock-canyon-grill-wichita-2?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","1844 N Rock Rd","null","","Wichita","67206","US","KS","1844 N Rock Rd","Wichita, KS 67206",""
"California","Bakersfield","Moo Creamery","https://s3-media2.fl.yelpcdn.com/bphoto/suuCAT3gLUVBlL4p1LYXfQ/o.jpg","https://www.yelp.com/biz/moo-creamery-bakersfield?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","4885 Truxtun Ave","Ste B","","Bakersfield","93309","US","CA","4885 Truxtun Ave","Ste B","Bakersfield, CA 93309"
"","","24th Street Cafe","https://s3-media1.fl.yelpcdn.com/bphoto/EMNfRrU-5Dk1hun3fGxJRA/o.jpg","https://www.yelp.com/biz/24th-street-cafe-bakersfield?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","1415 24th St","","","Bakersfield","93301","US","CA","1415 24th St","Bakersfield, CA 93301",""
"","","Nuestro Mexico Restaurant","https://s3-media2.fl.yelpcdn.com/bphoto/BlJfh5em716F4EeM-6NQhQ/o.jpg","https://www.yelp.com/biz/nuestro-mexico-restaurant-bakersfield-3?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.5","716 21st St","","","Bakersfield","93301","US","CA","716 21st St","Bakersfield, CA 93301",""
"","","Camino Real Kitchen & Tequila","https://s3-media1.fl.yelpcdn.com/bphoto/FZMRiEntrK_9tFygNrfSMw/o.jpg","https://www.yelp.com/biz/camino-real-kitchen-and-tequila-bakersfield-2?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","4501 Stine Rd","","","Bakersfield","93313","US","CA","4501 Stine Rd","Bakersfield, CA 93313",""
"","","Eureka!","https://s3-media2.fl.yelpcdn.com/bphoto/jxGcoK_frQ3aN7z_K5c9Pw/o.jpg","https://www.yelp.com/biz/eureka-bakersfield-3?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","10520 W Stockdale Hwy","","","Bakersfield","93311","US","CA","10520 W Stockdale Hwy","Bakersfield, CA 93311",""
"Ohio","Cleveland","Townhall","https://s3-media4.fl.yelpcdn.com/bphoto/ycqFgvshA5G-Z1A_Asyp_w/o.jpg","https://www.yelp.com/biz/townhall-cleveland-2?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","1909 W 25th St","","","Cleveland","44113","US","OH","1909 W 25th St","Cleveland, OH 44113",""
"","","The Greenhouse Tavern","https://s3-media4.fl.yelpcdn.com/bphoto/M4t0AoL3UeUw-wVIUAuNeg/o.jpg","https://www.yelp.com/biz/the-greenhouse-tavern-cleveland-2?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.5","2038 E 4th St","","","Cleveland","44115","US","OH","2038 E 4th St","Cleveland, OH 44115",""
"","","Lola","https://s3-media3.fl.yelpcdn.com/bphoto/xP1QFeC-Llz3kofnVAurCw/o.jpg","https://www.yelp.com/biz/lola-cleveland?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","2058 E 4th St","","","Cleveland","44115","US","OH","2058 E 4th St","Cleveland, OH 44115",""
"","","Great Lakes Brewing Company","https://s3-media1.fl.yelpcdn.com/bphoto/RHNLazhqkPK5K0Bx4NgmgA/o.jpg","https://www.yelp.com/biz/great-lakes-brewing-company-cleveland-4?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","2516 Market Ave","","","Cleveland","44113","US","OH","2516 Market Ave","Cleveland, OH 44113",""
"","","Melt Bar and Grilled","https://s3-media2.fl.yelpcdn.com/bphoto/cZcJvsYu5E-M_q7YaM8NXQ/o.jpg","https://www.yelp.com/biz/melt-bar-and-grilled-lakewood-2?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","14718 Detroit Ave","","","Lakewood","44107","US","OH","14718 Detroit Ave","Lakewood, OH 44107",""
"Colorado","Aurora","Snooze, An A.M. Eatery","https://s3-media3.fl.yelpcdn.com/bphoto/S3iyh7PBCNqcrRCl5bfn2w/o.jpg","https://www.yelp.com/biz/snooze-an-a-m-eatery-denver-12?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.5","2262 Larimer St","","","Denver","80205","US","CO","2262 Larimer St","Denver, CO 80205",""
"","","Root Down","https://s3-media3.fl.yelpcdn.com/bphoto/21eJsFMltbsHGicq5__7LQ/o.jpg","https://www.yelp.com/biz/root-down-denver?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.5","1600 W 33rd Ave","","","Denver","80211","US","CO","1600 W 33rd Ave","Denver, CO 80211",""
"","","Linger","https://s3-media2.fl.yelpcdn.com/bphoto/_5mQyB29yVKHu-uNp8P2Qw/o.jpg","https://www.yelp.com/biz/linger-denver-2?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","2030 W 30th Ave","","","Denver","80211","US","CO","2030 W 30th Ave","Denver, CO 80211",""
"","","Denver Biscuit Co.","https://s3-media2.fl.yelpcdn.com/bphoto/oyGNMkjRI4RAir2PEJDC1g/o.jpg","https://www.yelp.com/biz/denver-biscuit-co-denver-17?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.5","3237 E Colfax Ave","","Atomic Cowboy","Denver","80206","US","CO","3237 E Colfax Ave","Atomic Cowboy","Denver, CO 80206"
"","","Steuben's Uptown","https://s3-media2.fl.yelpcdn.com/bphoto/iPEj2KIB41JR844HgsWXyQ/o.jpg","https://www.yelp.com/biz/steubens-uptown-denver?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","523 E 17th Ave","null","","Denver","80203","US","CO","523 E 17th Ave","Denver, CO 80203",""
"California","Anaheim","Gen Korean BBQ House","https://s3-media4.fl.yelpcdn.com/bphoto/zypqTvP_aCcZ55z1MS7KMA/o.jpg","https://www.yelp.com/biz/gen-korean-bbq-house-cerritos?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.5","11472 S St","","","Cerritos","90703","US","CA","11472 S St","Cerritos, CA 90703",""
"","","Cream Pan","https://s3-media3.fl.yelpcdn.com/bphoto/J_Z_rqJ5j2GGbcaBcJCGWQ/o.jpg","https://www.yelp.com/biz/cream-pan-tustin?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.5","602 El Camino Real","","","Tustin","92780","US","CA","602 El Camino Real","Tustin, CA 92780",""
"","","Bruxie","https://s3-media1.fl.yelpcdn.com/bphoto/aTYqPKBqffnEl8ZspowImA/o.jpg","https://www.yelp.com/biz/bruxie-orange-3?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","292 N Glassell St","","","Orange","92866","US","CA","292 N Glassell St","Orange, CA 92866",""
"","","Gen Korean BBQ House","https://s3-media2.fl.yelpcdn.com/bphoto/rzhKYyxhYM-pAkpHMPNszQ/o.jpg","https://www.yelp.com/biz/gen-korean-bbq-house-tustin?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","13741 Newport Ave","","","Tustin","92780","US","CA","13741 Newport Ave","Tustin, CA 92780",""
"","","Din Tai Fung","https://s3-media1.fl.yelpcdn.com/bphoto/ad3D__oNTzH3g7uM7CXX8Q/o.jpg","https://www.yelp.com/biz/din-tai-fung-costa-mesa?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","3333 Bristol St","","","Costa Mesa","92626","US","CA","3333 Bristol St","Costa Mesa, CA 92626",""
"Hawaii","Honolulu","Marukame Udon","https://s3-media4.fl.yelpcdn.com/bphoto/iTBFTGVIB9nV9tg1LeK9AQ/o.jpg","https://www.yelp.com/biz/marukame-udon-honolulu?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.5","2310 Kuhio Ave","","","Honolulu","96815","US","HI","2310 Kuhio Ave","Honolulu, HI 96815",""
"","","Duke's Waikiki","https://s3-media3.fl.yelpcdn.com/bphoto/gSKZELvdu7rxfQNVzC4l_g/o.jpg","https://www.yelp.com/biz/dukes-waikiki-honolulu-2?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","2335 Kalakaua Ave","Ste 116","","Honolulu","96815","US","HI","2335 Kalakaua Ave","Ste 116","Honolulu, HI 96815"
"","","Rainbow Drive-In","https://s3-media4.fl.yelpcdn.com/bphoto/PBJL4y9otHMvqz7ias42xQ/o.jpg","https://www.yelp.com/biz/rainbow-drive-in-honolulu?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","3308 Kanaina Ave","","","Honolulu","96815","US","HI","3308 Kanaina Ave","Honolulu, HI 96815",""
"","","Tikis Grill & Bar","https://s3-media4.fl.yelpcdn.com/bphoto/edYD8HqJCwI3MVUWjrPhfQ/o.jpg","https://www.yelp.com/biz/tikis-grill-and-bar-honolulu?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","2570 Kalakaua Ave","","","Honolulu","96815","US","HI","2570 Kalakaua Ave","Honolulu, HI 96815",""
"","","Nico's Pier 38","https://s3-media3.fl.yelpcdn.com/bphoto/fSviaD-tab3bkLL1M6qduQ/o.jpg","https://www.yelp.com/biz/nicos-pier-38-honolulu-2?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","1129 N Nimitz Hwy","","","Honolulu","96817","US","HI","1129 N Nimitz Hwy","Honolulu, HI 96817",""
"California","Santa Ana","Cream Pan","https://s3-media3.fl.yelpcdn.com/bphoto/J_Z_rqJ5j2GGbcaBcJCGWQ/o.jpg","https://www.yelp.com/biz/cream-pan-tustin?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.5","602 El Camino Real","","","Tustin","92780","US","CA","602 El Camino Real","Tustin, CA 92780",""
"","","Bruxie","https://s3-media1.fl.yelpcdn.com/bphoto/aTYqPKBqffnEl8ZspowImA/o.jpg","https://www.yelp.com/biz/bruxie-orange-3?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","292 N Glassell St","","","Orange","92866","US","CA","292 N Glassell St","Orange, CA 92866",""
"","","Gen Korean BBQ House","https://s3-media2.fl.yelpcdn.com/bphoto/rzhKYyxhYM-pAkpHMPNszQ/o.jpg","https://www.yelp.com/biz/gen-korean-bbq-house-tustin?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","13741 Newport Ave","","","Tustin","92780","US","CA","13741 Newport Ave","Tustin, CA 92780",""
"","","Din Tai Fung","https://s3-media1.fl.yelpcdn.com/bphoto/ad3D__oNTzH3g7uM7CXX8Q/o.jpg","https://www.yelp.com/biz/din-tai-fung-costa-mesa?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","3333 Bristol St","","","Costa Mesa","92626","US","CA","3333 Bristol St","Costa Mesa, CA 92626",""
"","","Habana","https://s3-media3.fl.yelpcdn.com/bphoto/D4w_5GkYajhaEVYW0bDJfA/o.jpg","https://www.yelp.com/biz/habana-costa-mesa?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","2930 Bristol St","Ste A110","","Costa Mesa","92626","US","CA","2930 Bristol St","Ste A110","Costa Mesa, CA 92626"
"California","Riverside","Slater's 50/50 - Anaheim Hills","https://s3-media2.fl.yelpcdn.com/bphoto/63AaUC2VZ3I7P-MuZtD_sw/o.jpg","https://www.yelp.com/biz/slaters-50-50-anaheim-hills-anaheim-4?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","6362 E Santa Ana Canyon Rd","","","Anaheim","92807","US","CA","6362 E Santa Ana Canyon Rd","Anaheim, CA 92807",""
"","","The Salted Pig","https://s3-media4.fl.yelpcdn.com/bphoto/f1Rh0azEiPP5QBlRTI8qUA/o.jpg","https://www.yelp.com/biz/the-salted-pig-riverside?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","3700 12th St","","","Riverside","92501","US","CA","3700 12th St","Riverside, CA 92501",""
"","","California Fish Grill","https://s3-media2.fl.yelpcdn.com/bphoto/nBco54fD5z5Q_95ankHxzg/o.jpg","https://www.yelp.com/biz/california-fish-grill-irvine?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","3988 Barranca Pkwy","null","","Irvine","92606","US","CA","3988 Barranca Pkwy","Irvine, CA 92606",""
"","","Slater's 50/50 - Rancho Cucamonga","https://s3-media3.fl.yelpcdn.com/bphoto/0clA8B9GSjsLQUdlR_m18w/o.jpg","https://www.yelp.com/biz/slaters-50-50-rancho-cucamonga-rancho-cucamonga?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","8009 Day Creek Blvd","","","Rancho Cucamonga","91739","US","CA","8009 Day Creek Blvd","Rancho Cucamonga, CA 91739",""
"","","Orange Hill","https://s3-media3.fl.yelpcdn.com/bphoto/AuLrs6n1OTi6BmF0Vd-GKA/o.jpg","https://www.yelp.com/biz/orange-hill-orange?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.5","6410 E Chapman Ave","","","Orange","92869","US","CA","6410 E Chapman Ave","Orange, CA 92869",""
"Texas","Corpus Christi","Irie's Island Food","https://s3-media1.fl.yelpcdn.com/bphoto/Bjk6qnUTktJzeOOmTgeChw/o.jpg","https://www.yelp.com/biz/iries-island-food-port-aransas?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.5","503 N Alister St","","","Port Aransas","78373","US","TX","503 N Alister St","Port Aransas, TX 78373",""
"","","Snoopy's Pier","https://s3-media2.fl.yelpcdn.com/bphoto/GoTBuTJsMCW3UU-sTDS7Og/o.jpg","https://www.yelp.com/biz/snoopys-pier-corpus-christi?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.5","13313 S Padre Island Dr","","","Corpus Christi","78418","US","TX","13313 S Padre Island Dr","Corpus Christi, TX 78418",""
"","","Water Street Oyster Bar","https://s3-media2.fl.yelpcdn.com/bphoto/P-sBwni3M-SVNpLG1WJFQw/o.jpg","https://www.yelp.com/biz/water-street-oyster-bar-corpus-christi?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.5","309 N Water St","","","Corpus Christi","78401","US","TX","309 N Water St","Corpus Christi, TX 78401",""
"","","Virginia's On The Bay","https://s3-media4.fl.yelpcdn.com/bphoto/37dp_iQKf79mKuLlw7c_wg/o.jpg","https://www.yelp.com/biz/virginias-on-the-bay-port-aransas?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.0","815 Trout St","","","Port Aransas","78373","US","TX","815 Trout St","Port Aransas, TX 78373",""
"","","Doc's Seafood & Steaks","https://s3-media1.fl.yelpcdn.com/bphoto/TQ95APzDYK9Hn95Y_r1MyA/o.jpg","https://www.yelp.com/biz/docs-seafood-and-steaks-corpus-christi?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.5","13309 S Padre Island Dr","","","Corpus Christi","78418","US","TX","13309 S Padre Island Dr","Corpus Christi, TX 78418",""
"Kentucky","Lexington-Fayette","The Village Idiot","https://s3-media1.fl.yelpcdn.com/bphoto/5iVf5Pgvq8eA82UxeUc2uA/o.jpg","https://www.yelp.com/biz/the-village-idiot-lexington?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","307 W Short St","","","Lexington","40507","US","KY","307 W Short St","Lexington, KY 40507",""
"","","Red State BBQ","https://s3-media3.fl.yelpcdn.com/bphoto/AbMq0akc5otQe64wxL1lXg/o.jpg","https://www.yelp.com/biz/red-state-bbq-lexington?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","4020 Georgetown Rd","","","Lexington","40511","US","KY","4020 Georgetown Rd","Lexington, KY 40511",""
"","","Carson's Food And Drink","https://s3-media2.fl.yelpcdn.com/bphoto/SsUcNDXDfgRM5IXGlkfcMw/o.jpg","https://www.yelp.com/biz/carsons-food-and-drink-lexington?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.5","362 E Main St","","null","Lexington","40507","US","KY","362 E Main St","Lexington, KY 40507",""
"","","HopCat","https://s3-media2.fl.yelpcdn.com/bphoto/gVvXmTllPjxWooSy2TcfvA/o.jpg","https://www.yelp.com/biz/hopcat-lexington?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","410 W Short St","","","Lexington","40507","US","KY","410 W Short St","Lexington, KY 40507",""
"","","Bourbon n' Toulouse","https://s3-media1.fl.yelpcdn.com/bphoto/Q2fqT9LdBDJK634IVQvQsQ/o.jpg","https://www.yelp.com/biz/bourbon-n-toulouse-lexington?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.5","829 E Euclid Ave","","","Lexington","40502","US","KY","829 E Euclid Ave","Lexington, KY 40502",""
"California","Stockton","Texas Roadhouse","https://s3-media2.fl.yelpcdn.com/bphoto/Sgsoh19g7WHq-3M2T7FzSQ/o.jpg","https://www.yelp.com/biz/texas-roadhouse-tracy?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","2422 Naglee Rd","null","","Tracy","95304","US","CA","2422 Naglee Rd","Tracy, CA 95304",""
"","","Market Tavern","https://s3-media2.fl.yelpcdn.com/bphoto/-H0OF--QPW9dqTZ5OYTAEw/o.jpg","https://www.yelp.com/biz/market-tavern-stockton-2?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","236 Lincoln Ctr","","","Stockton","95207","US","CA","236 Lincoln Ctr","Stockton, CA 95207",""
