"state","city","hotels__name","hotels__image_url","hotels__url","hotels__rating","hotels__location__address1","hotels__location__address2","hotels__location__address3","hotels__location__city","hotels__location__zip_code","hotels__location__country","hotels__location__state","hotels__location__display_address__001","hotels__location__display_address__002","hotels__location__display_address__003"
"","","Wichita Marriott","https://s3-media2.fl.yelpcdn.com/bphoto/CMm9EmBO7WqD73pBeQ6e0g/o.jpg","https://www.yelp.com/biz/wichita-marriott-wichita-2?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.5","9100 Corporate Hills Dr","","","Wichita","67207","US","KS","9100 Corporate Hills Dr","Wichita, KS 67207",""
"California","Bakersfield","Padre Hotel","https://s3-media4.fl.yelpcdn.com/bphoto/EZnziBfubmJPbGqU7UMvkg/o.jpg","https://www.yelp.com/biz/padre-hotel-bakersfield-3?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","1702 18th St","","","Bakersfield","93301","US","CA","1702 18th St","Bakersfield, CA 93301",""
"","","DoubleTree By Hilton Hotel Bakersfield","https://s3-media3.fl.yelpcdn.com/bphoto/YFoxcTFF1r-pc9gUKe2EPg/o.jpg","https://www.yelp.com/biz/doubletree-by-hilton-hotel-bakersfield-bakersfield?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","2.0","3100 Camino Del Rio Ct","","","Bakersfield","93308","US","CA","3100 Camino Del Rio Ct","Bakersfield, CA 93308",""
"","","Hotel Rosedale","https://s3-media3.fl.yelpcdn.com/bphoto/a0IQpQxTnB2ApWb_iP9M_Q/o.jpg","https://www.yelp.com/biz/hotel-rosedale-bakersfield?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","2.0","2400 Camino Del Rio Ct","null","","Bakersfield","93308","US","CA","2400 Camino Del Rio Ct","Bakersfield, CA 93308",""
"","","Bakersfield Marriott at the Convention Center","https://s3-media3.fl.yelpcdn.com/bphoto/eCKaYBNTqVzDbtFKopMUzg/o.jpg","https://www.yelp.com/biz/bakersfield-marriott-at-the-convention-center-bakersfield-2?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.0","801 Truxtun Ave","","","Bakersfield","93301","US","CA","801 Truxtun Ave","Bakersfield, CA 93301",""
"","","Four Points by Sheraton Bakersfield","https://s3-media4.fl.yelpcdn.com/bphoto/FOXYMYoCqIXF0bnSJsIIsg/o.jpg","https://www.yelp.com/biz/four-points-by-sheraton-bakersfield-bakersfield?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.0","5101 California Ave","","","Bakersfield","93309","US","CA","5101 California Ave","Bakersfield, CA 93309",""
"Ohio","Cleveland","Hyatt Regency Cleveland","https://s3-media4.fl.yelpcdn.com/bphoto/zqVLc_WipBT1zIj72b589Q/o.jpg","https://www.yelp.com/biz/hyatt-regency-cleveland-cleveland-2?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.0","420 E Superior Ave","","","Cleveland","44114","US","OH","420 E Superior Ave","Cleveland, OH 44114",""
"","","Renaissance Cleveland Hotel","https://s3-media2.fl.yelpcdn.com/bphoto/Eua-fRyG1j7L1HowgDh9xg/o.jpg","https://www.yelp.com/biz/renaissance-cleveland-hotel-cleveland?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.0","24 Public Sq","","","Cleveland","44113","US","OH","24 Public Sq","Cleveland, OH 44113",""
"","","DoubleTree by Hilton Hotel Cleveland Downtown - Lakeside","https://s3-media2.fl.yelpcdn.com/bphoto/UgoTa4C-1zxL008HxwJGdw/o.jpg","https://www.yelp.com/biz/doubletree-by-hilton-hotel-cleveland-downtown-lakeside-cleveland?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.0","1111 Lakeside Ave E","","","Cleveland","44114","US","OH","1111 Lakeside Ave E","Cleveland, OH 44114",""
"","","Aloft Cleveland Downtown","https://s3-media1.fl.yelpcdn.com/bphoto/oD-a_36cfqPKR3i3GcvCTg/o.jpg","https://www.yelp.com/biz/aloft-cleveland-downtown-cleveland?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.0","1111 W 10th St","","","Cleveland","44113","US","OH","1111 W 10th St","Cleveland, OH 44113",""
"","","The Westin Cleveland Downtown","https://s3-media4.fl.yelpcdn.com/bphoto/PPJh9M9hB_2BiYSmF-cxsg/o.jpg","https://www.yelp.com/biz/the-westin-cleveland-downtown-cleveland?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.5","777 Saint Clair Ave NE","null","","Cleveland","44114","US","OH","777 Saint Clair Ave NE","Cleveland, OH 44114",""
"Colorado","Aurora","Sheraton Denver Downtown Hotel","https://s3-media2.fl.yelpcdn.com/bphoto/eaN85R_2DM9cmjLWxAyZZQ/o.jpg","https://www.yelp.com/biz/sheraton-denver-downtown-hotel-denver?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.0","1550 Court Pl","","","Denver","80202","US","CO","1550 Court Pl","Denver, CO 80202",""
"","","The Curtis Hotel","https://s3-media2.fl.yelpcdn.com/bphoto/IU99SZoKaGM3vrJCCoZnzw/o.jpg","https://www.yelp.com/biz/the-curtis-hotel-denver?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.5","1405 Curtis St","","","Denver","80202","US","CO","1405 Curtis St","Denver, CO 80202",""
"","","Hyatt Regency Denver","https://s3-media2.fl.yelpcdn.com/bphoto/Ow7oJQqBmSHwMjLy1GrniQ/o.jpg","https://www.yelp.com/biz/hyatt-regency-denver-denver-4?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","650 15th St","","","Denver","80202","US","CO","650 15th St","Denver, CO 80202",""
"","","Table Mountain Inn","https://s3-media4.fl.yelpcdn.com/bphoto/R-fcvmjS_vFyF24BG4eQkg/o.jpg","https://www.yelp.com/biz/table-mountain-inn-golden?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.5","1310 Washington Ave","","","Golden","80401","US","CO","1310 Washington Ave","Golden, CO 80401",""
"","","Magnolia Hotel Denver, a Tribute Portfolio Hotel","https://s3-media1.fl.yelpcdn.com/bphoto/m0LjZbwdXi9ePFgUrC539A/o.jpg","https://www.yelp.com/biz/magnolia-hotel-denver-a-tribute-portfolio-hotel-denver?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.5","818 17th St","","","Denver","80202","US","CO","818 17th St","Denver, CO 80202",""
"California","Anaheim","Hilton Anaheim Hotel","https://s3-media1.fl.yelpcdn.com/bphoto/4VmBzWIo7BwdiyE4d9l6YA/o.jpg","https://www.yelp.com/biz/hilton-anaheim-hotel-anaheim-2?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.0","777 W Convention Way","","","Anaheim","92802","US","CA","777 W Convention Way","Anaheim, CA 92802",""
"","","Disney's Grand Californian Hotel & Spa","https://s3-media2.fl.yelpcdn.com/bphoto/P2Hd0njUvHBAgEMprOFirQ/o.jpg","https://www.yelp.com/biz/disneys-grand-californian-hotel-and-spa-anaheim-2?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.5","1600 Disneyland Dr","null","","Anaheim","92802","US","CA","1600 Disneyland Dr","Anaheim, CA 92802",""
"","","Disneyland Hotel","https://s3-media4.fl.yelpcdn.com/bphoto/FhZjnLbYn-RITcwVbOKX8g/o.jpg","https://www.yelp.com/biz/disneyland-hotel-anaheim?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.5","1150 W Magic Way","","","Anaheim","92802","US","CA","1150 W Magic Way","Anaheim, CA 92802",""
"","","Hyatt Regency Orange County","https://s3-media2.fl.yelpcdn.com/bphoto/QCi5K-nlnM6aBJ1iKYBCFQ/o.jpg","https://www.yelp.com/biz/hyatt-regency-orange-county-garden-grove?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.5","11999 Harbor Blvd","","","Garden Grove","92840","US","CA","11999 Harbor Blvd","Garden Grove, CA 92840",""
"","","Anaheim Marriott","https://s3-media2.fl.yelpcdn.com/bphoto/6ZBh4eHBpwMWmoF07_g90w/o.jpg","https://www.yelp.com/biz/anaheim-marriott-anaheim?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.5","700 W Convention Way","","","Anaheim","92802","US","CA","700 W Convention Way","Anaheim, CA 92802",""
"Hawaii","Honolulu","Moana Surfrider, A Westin Resort & Spa, Waikiki Beach","https://s3-media3.fl.yelpcdn.com/bphoto/21FxiMhD9lsfztNeqTiVzQ/o.jpg","https://www.yelp.com/biz/moana-surfrider-a-westin-resort-and-spa-waikiki-beach-honolulu-2?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","2365 Kalakaua Ave","","","Honolulu","96815","US","HI","2365 Kalakaua Ave","Honolulu, HI 96815",""
"","","Waikiki Beach Marriott Resort & Spa","https://s3-media3.fl.yelpcdn.com/bphoto/_v76G7BYYNzGYOySSx0MaQ/o.jpg","https://www.yelp.com/biz/waikiki-beach-marriott-resort-and-spa-honolulu-2?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.5","2552 Kalakaua Ave","","","Honolulu","96815","US","HI","2552 Kalakaua Ave","Honolulu, HI 96815",""
"","","Sheraton Waikiki","https://s3-media3.fl.yelpcdn.com/bphoto/YYBduKd_qeeqKo09jyf9-w/o.jpg","https://www.yelp.com/biz/sheraton-waikiki-honolulu?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.5","2255 Kalakaua Ave","null","","Honolulu","96815","US","HI","2255 Kalakaua Ave","Honolulu, HI 96815",""
"","","Aston Waikiki Beach Hotel","https://s3-media3.fl.yelpcdn.com/bphoto/zMPuhy_3m6aICioMmIs07g/o.jpg","https://www.yelp.com/biz/aston-waikiki-beach-hotel-honolulu-2?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.0","2570 Kalakaua Ave","null","","Honolulu","96815","US","HI","2570 Kalakaua Ave","Honolulu, HI 96815",""
"","","The Modern Honolulu","https://s3-media2.fl.yelpcdn.com/bphoto/zuj87yJw1-C3KpTTEDoHGw/o.jpg","https://www.yelp.com/biz/the-modern-honolulu-honolulu-2?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","1775 Ala Moana Blvd","null","","Honolulu","96815","US","HI","1775 Ala Moana Blvd","Honolulu, HI 96815",""
"California","Santa Ana","Hilton Anaheim Hotel","https://s3-media1.fl.yelpcdn.com/bphoto/4VmBzWIo7BwdiyE4d9l6YA/o.jpg","https://www.yelp.com/biz/hilton-anaheim-hotel-anaheim-2?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.0","777 W Convention Way","","","Anaheim","92802","US","CA","777 W Convention Way","Anaheim, CA 92802",""
"","","Disney's Grand Californian Hotel & Spa","https://s3-media2.fl.yelpcdn.com/bphoto/P2Hd0njUvHBAgEMprOFirQ/o.jpg","https://www.yelp.com/biz/disneys-grand-californian-hotel-and-spa-anaheim-2?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.5","1600 Disneyland Dr","null","","Anaheim","92802","US","CA","1600 Disneyland Dr","Anaheim, CA 92802",""
"","","Disneyland Hotel","https://s3-media4.fl.yelpcdn.com/bphoto/FhZjnLbYn-RITcwVbOKX8g/o.jpg","https://www.yelp.com/biz/disneyland-hotel-anaheim?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.5","1150 W Magic Way","","","Anaheim","92802","US","CA","1150 W Magic Way","Anaheim, CA 92802",""
"","","Hyatt Regency Orange County","https://s3-media2.fl.yelpcdn.com/bphoto/QCi5K-nlnM6aBJ1iKYBCFQ/o.jpg","https://www.yelp.com/biz/hyatt-regency-orange-county-garden-grove?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.5","11999 Harbor Blvd","","","Garden Grove","92840","US","CA","11999 Harbor Blvd","Garden Grove, CA 92840",""
"","","Anaheim Marriott","https://s3-media2.fl.yelpcdn.com/bphoto/6ZBh4eHBpwMWmoF07_g90w/o.jpg","https://www.yelp.com/biz/anaheim-marriott-anaheim?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.5","700 W Convention Way","","","Anaheim","92802","US","CA","700 W Convention Way","Anaheim, CA 92802",""
"California","Riverside","Mission Inn Hotel & Spa","https://s3-media4.fl.yelpcdn.com/bphoto/KaESeWPqG1Euu3-V0SDcew/o.jpg","https://www.yelp.com/biz/mission-inn-hotel-and-spa-riverside-2?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.5","3649 Mission Inn Ave","","","Riverside","92501","US","CA","3649 Mission Inn Ave","Riverside, CA 92501",""
"","","Lake Arrowhead Resort and Spa, Autograph Collection","https://s3-media4.fl.yelpcdn.com/bphoto/D7AuVUpgxAEiFWwNm6tDVQ/o.jpg","https://www.yelp.com/biz/lake-arrowhead-resort-and-spa-autograph-collection-lake-arrowhead-4?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.0","27984 Hwy 189","null","null","Lake Arrowhead","92352","US","CA","27984 Hwy 189","Lake Arrowhead, CA 92352",""
"","","Ontario Grand Inn & Suites","https://s3-media1.fl.yelpcdn.com/bphoto/uEH1v8tmySh6pNmyz5_BZA/o.jpg","https://www.yelp.com/biz/ontario-grand-inn-and-suites-ontario?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","1.5","3333 Shelby St","null","","Ontario","91764","US","CA","3333 Shelby St","Ontario, CA 91764",""
"","","DoubleTree by Hilton Hotel Ontario Airport","https://s3-media3.fl.yelpcdn.com/bphoto/CwGG5uL0RmJyRnBpmKAO0g/o.jpg","https://www.yelp.com/biz/doubletree-by-hilton-hotel-ontario-airport-ontario?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.0","222 N Vineyard Ave","","","Ontario","91764","US","CA","222 N Vineyard Ave","Ontario, CA 91764",""
"","","Aloft Ontario-Rancho Cucamonga","https://s3-media2.fl.yelpcdn.com/bphoto/mmoT0iNjslSyCMlog5Wnmw/o.jpg","https://www.yelp.com/biz/aloft-ontario-rancho-cucamonga-rancho-cucamonga-3?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.0","10480 Fourth St","","","Rancho Cucamonga","91730","US","CA","10480 Fourth St","Rancho Cucamonga, CA 91730",""
"Texas","Corpus Christi","Omni Corpus Christi Hotel","https://s3-media4.fl.yelpcdn.com/bphoto/gWOFCR55ouyjYEQbZCa_aQ/o.jpg","https://www.yelp.com/biz/omni-corpus-christi-hotel-corpus-christi?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.5","900 N Shoreline Blvd","","","Corpus Christi","78401","US","TX","900 N Shoreline Blvd","Corpus Christi, TX 78401",""
"","","Emerald Beach Hotel","https://s3-media3.fl.yelpcdn.com/bphoto/dLv7s5v3-ZgF6i-Y6ZW1yg/o.jpg","https://www.yelp.com/biz/emerald-beach-hotel-corpus-christi-2?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","2.5","1102 S Shoreline Blvd","","","Corpus Christi","78401","US","TX","1102 S Shoreline Blvd","Corpus Christi, TX 78401",""
"","","The Beach Lodge","https://s3-media3.fl.yelpcdn.com/bphoto/yRuK7TsCexx7bcMraxCH4w/o.jpg","https://www.yelp.com/biz/the-beach-lodge-port-aransas-2?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","2.5","2016 On The Beach Dr","null","","Port Aransas","78373","US","TX","2016 On The Beach Dr","Port Aransas, TX 78373",""
"","","Hotel Corpus Christi Bayfront","https://s3-media3.fl.yelpcdn.com/bphoto/q75ASVW7zoxfy8mG6Wq7IA/o.jpg","https://www.yelp.com/biz/hotel-corpus-christi-bayfront-corpus-christi?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","1.5","601 N Water St","","","Corpus Christi","78401","US","TX","601 N Water St","Corpus Christi, TX 78401",""
"","","Radisson Hotel Corpus Christi Beach","https://s3-media3.fl.yelpcdn.com/bphoto/dFRAD5Opki7qotaqjkMbmg/o.jpg","https://www.yelp.com/biz/radisson-hotel-corpus-christi-beach-corpus-christi-2?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","2.5","3200 E Surfside Blvd","","","Corpus Christi","78402","US","TX","3200 E Surfside Blvd","Corpus Christi, TX 78402",""
"Kentucky","Lexington-Fayette","Lexington Griffin Gate Marriott Resort & Spa","https://s3-media2.fl.yelpcdn.com/bphoto/b8O8Dt5sAhhT7iWNHQbEgg/o.jpg","https://www.yelp.com/biz/lexington-griffin-gate-marriott-resort-and-spa-lexington?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.0","1800 Newtown Pike","","","Lexington","40511","US","KY","1800 Newtown Pike","Lexington, KY 40511",""
"","","The Campbell House","https://s3-media3.fl.yelpcdn.com/bphoto/2wDHTRQ1weQE_UHHP-PG2w/o.jpg","https://www.yelp.com/biz/the-campbell-house-lexington-6?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.0","1375 S Broadway","","","Lexington","40504","US","KY","1375 S Broadway","Lexington, KY 40504",""
"","","Hilton Lexington / Downtown","https://s3-media1.fl.yelpcdn.com/bphoto/X8p61wEf0kUBIt2iZ01npg/o.jpg","https://www.yelp.com/biz/hilton-lexington-downtown-lexington?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.0","369 West Vine Street","","","Lexington","40507","US","KY","369 West Vine Street","Lexington, KY 40507",""
"","","Hyatt Regency Lexington","https://s3-media3.fl.yelpcdn.com/bphoto/3A6dvvEDCmx0SPMWMgO8YQ/o.jpg","https://www.yelp.com/biz/hyatt-regency-lexington-lexington?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.5","401 West High St","","","Lexington","40507","US","KY","401 West High St","Lexington, KY 40507",""
"","","Four Points by Sheraton Lexington","https://s3-media1.fl.yelpcdn.com/bphoto/JDVqqiupd84En2piJqRg9A/o.jpg","https://www.yelp.com/biz/four-points-by-sheraton-lexington-lexington?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","2.5","1938 Stanton Way","","","Lexington","40511","US","KY","1938 Stanton Way","Lexington, KY 40511",""
"California","Stockton","Wine & Roses","https://s3-media1.fl.yelpcdn.com/bphoto/5DR-nZWhfNOczf3S4tvmew/o.jpg","https://www.yelp.com/biz/wine-and-roses-lodi-6?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","2505 W Turner Rd","null","","Lodi","95242","US","CA","2505 W Turner Rd","Lodi, CA 95242",""
"","","University Plaza Waterfront Hotel","https://s3-media4.fl.yelpcdn.com/bphoto/aJT9UEi6NtOkNhKclK2uKw/o.jpg","https://www.yelp.com/biz/university-plaza-waterfront-hotel-stockton?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.5","110 W Fremont St","","","Stockton","95202","US","CA","110 W Fremont St","Stockton, CA 95202",""
"","","Clarion Inn Conference Center","https://s3-media3.fl.yelpcdn.com/bphoto/X6Ld1uJRa-v8_LYDeOex_Q/o.jpg","https://www.yelp.com/biz/clarion-inn-conference-center-modesto?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","2.0","1612 Sisk Rd","","","Modesto","95350","US","CA","1612 Sisk Rd","Modesto, CA 95350",""
"","","Lake Camanche North Shore","https://s3-media2.fl.yelpcdn.com/bphoto/sxTppqyFkWwPzfs4Hcs14g/o.jpg","https://www.yelp.com/biz/lake-camanche-north-shore-ione?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.5","2000 Camanche Rd","","","Ione","95640","US","CA","2000 Camanche Rd","Ione, CA 95640",""
"","","Best Western Plus Heritage Inn","https://s3-media2.fl.yelpcdn.com/bphoto/fXMYN2fh7i1Q1VyKSboiAA/o.jpg","https://www.yelp.com/biz/best-western-plus-heritage-inn-stockton?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","2.5","111 E March Ln","","","Stockton","95207","US","CA","111 E March Ln","Stockton, CA 95207",""
"Nevada","Henderson","MGM Grand Hotel","https://s3-media4.fl.yelpcdn.com/bphoto/Fq6ygvYUVOnIKv3enuarTQ/o.jpg","https://www.yelp.com/biz/mgm-grand-hotel-las-vegas?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.0","3799 Las Vegas Blvd S","","","Las Vegas","89109","US","NV","3799 Las Vegas Blvd S","Las Vegas, NV 89109",""
"","","The Venetian Las Vegas","https://s3-media2.fl.yelpcdn.com/bphoto/d1Zb0e641TJbTykV5rVXiQ/o.jpg","https://www.yelp.com/biz/the-venetian-las-vegas-las-vegas-2?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","3355 South Las Vegas Boulevard","","","Las Vegas","89109","US","NV","3355 South Las Vegas Boulevard","Las Vegas, NV 89109",""
"","","Flamingo Las Vegas Hotel & Casino","https://s3-media2.fl.yelpcdn.com/bphoto/rlZuQY2htMuFzSSkS6Ftyg/o.jpg","https://www.yelp.com/biz/flamingo-las-vegas-hotel-and-casino-las-vegas?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","2.5","3555 Las Vegas Blvd S","","","Las Vegas","89109","US","NV","3555 Las Vegas Blvd S","Las Vegas, NV 89109",""
"","","Planet Hollywood Las Vegas Resort & Casino","https://s3-media3.fl.yelpcdn.com/bphoto/u6roX2hRL8TklUpFrvxiWw/o.jpg","https://www.yelp.com/biz/planet-hollywood-las-vegas-resort-and-casino-las-vegas?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.0","3667 Las Vegas Blvd S","","","Las Vegas","89109","US","NV","3667 Las Vegas Blvd S","Las Vegas, NV 89109",""
