"state","city","hotels__name","hotels__image_url","hotels__url","hotels__rating","hotels__location__address1","hotels__location__address2","hotels__location__address3","hotels__location__city","hotels__location__zip_code","hotels__location__country","hotels__location__state","hotels__location__display_address__001","hotels__location__display_address__002","hotels__location__display_address__003"
"Florida","Jacksonville","The Ritz-Carlton, Amelia Island","https://s3-media3.fl.yelpcdn.com/bphoto/OxFeIR-8ytDJtdrc_s1THA/o.jpg","https://www.yelp.com/biz/the-ritz-carlton-amelia-island-amelia-island?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","4750 Amelia Island Pkwy","","","Amelia Island","32034","US","FL","4750 Amelia Island Pkwy","Amelia Island, FL 32034",""
"","","Casa Marina Inn & Restaurant","https://s3-media2.fl.yelpcdn.com/bphoto/bq_52CafrF0I6gZ_-Wqb8Q/o.jpg","https://www.yelp.com/biz/casa-marina-inn-and-restaurant-jacksonville-beach?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.5","691 1st St N","","","Jacksonville Beach","32250","US","FL","691 1st St N","Jacksonville Beach, FL 32250",""
"","","Hyatt Regency Jacksonville Riverfront","https://s3-media4.fl.yelpcdn.com/bphoto/Lxxf85d4BPRXfB0n_swcjw/o.jpg","https://www.yelp.com/biz/hyatt-regency-jacksonville-riverfront-jacksonville?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.0","225 East Coast Line Dr","","","Jacksonville","32202","US","FL","225 East Coast Line Dr","Jacksonville, FL 32202",""
"","","One Ocean Resort & Spa","https://s3-media2.fl.yelpcdn.com/bphoto/pg9RGDrQCGZm0rkBrMnyhw/o.jpg","https://www.yelp.com/biz/one-ocean-resort-and-spa-atlantic-beach?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.5","1 Ocean Blvd","","","Atlantic Beach","32233","US","FL","1 Ocean Blvd","Atlantic Beach, FL 32233",""
"","","Omni Amelia Island Plantation Resort","https://s3-media2.fl.yelpcdn.com/bphoto/YZduc08MmCHGTOkVRt_8nw/o.jpg","https://www.yelp.com/biz/omni-amelia-island-plantation-resort-amelia-island?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.5","39 Beach Lagoon Rd","","","Amelia Island","32034","US","FL","39 Beach Lagoon Rd","Amelia Island, FL 32034",""
"Texas","Fort Worth","Gaylord Texan Resort & Convention Center","https://s3-media3.fl.yelpcdn.com/bphoto/aYSZIQXbYgUC5UXWd-s6_Q/o.jpg","https://www.yelp.com/biz/gaylord-texan-resort-and-convention-center-grapevine-3?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.0","1501 Gaylord Trl","","","Grapevine","76051","US","TX","1501 Gaylord Trl","Grapevine, TX 76051",""
"","","NYLO Irving / Las Colinas","https://s3-media3.fl.yelpcdn.com/bphoto/IjHmmqzpPZqecP7baw6i1A/o.jpg","https://www.yelp.com/biz/nylo-irving-las-colinas-irving?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.5","1001 West Royal Ln","","","Irving","75039","US","TX","1001 West Royal Ln","Irving, TX 75039",""
"","","Omni Fort Worth Hotel","https://s3-media2.fl.yelpcdn.com/bphoto/vHeHeBDHFZ81Z0bMczj3Ew/o.jpg","https://www.yelp.com/biz/omni-fort-worth-hotel-fort-worth?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.5","1300 Houston St","","","Fort Worth","76102","US","TX","1300 Houston St","Fort Worth, TX 76102",""
"","","The Westin Dallas Fort Worth Airport","https://s3-media4.fl.yelpcdn.com/bphoto/MThLL-zpC0pTmeNM_l5M1A/o.jpg","https://www.yelp.com/biz/the-westin-dallas-fort-worth-airport-irving-3?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.0","4545 W John Carpenter Fwy","","","Irving","75063","US","TX","4545 W John Carpenter Fwy","Irving, TX 75063",""
"","","Hyatt Regency DFW","https://s3-media4.fl.yelpcdn.com/bphoto/VoNrfzpjI0uccMucw-lOCw/o.jpg","https://www.yelp.com/biz/hyatt-regency-dfw-dallas-4?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.5","2334 North International Pkwy","","","Dallas","75261","US","TX","2334 North International Pkwy","Dallas, TX 75261",""
"California","San Francisco","The Westin St. Francis San Francisco on Union Square","https://s3-media2.fl.yelpcdn.com/bphoto/Jx5vTW9x_K0kll7XcDc5rA/o.jpg","https://www.yelp.com/biz/the-westin-st-francis-san-francisco-on-union-square-san-francisco?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.5","335 Powell St","","","San Francisco","94102","US","CA","335 Powell St","San Francisco, CA 94102",""
"","","Parc 55 San Francisco - A Hilton Hotel","https://s3-media4.fl.yelpcdn.com/bphoto/e_JUVx_tmmcvZfsFq_wflw/o.jpg","https://www.yelp.com/biz/parc-55-san-francisco-a-hilton-hotel-san-francisco?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.5","55 Cyril Magnin St","null","","San Francisco","94102","US","CA","55 Cyril Magnin St","San Francisco, CA 94102",""
"","","Hilton San Francisco Union Square","https://s3-media2.fl.yelpcdn.com/bphoto/TtRgH7NdnVF46Ut42TSjqQ/o.jpg","https://www.yelp.com/biz/hilton-san-francisco-union-square-san-francisco-5?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.0","333 O'Farrell St","","","San Francisco","94102","US","CA","333 O'Farrell St","San Francisco, CA 94102",""
"","","W San Francisco","https://s3-media1.fl.yelpcdn.com/bphoto/lJlmTdjTT6AXWDw2-ZzjJQ/o.jpg","https://www.yelp.com/biz/w-san-francisco-san-francisco?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.5","181 3rd St","","","San Francisco","94103","US","CA","181 3rd St","San Francisco, CA 94103",""
"","","Palace Hotel, A Luxury Collection Hotel, San Francisco","https://s3-media2.fl.yelpcdn.com/bphoto/vo4AxvsHc7xvayNpyD1Eog/o.jpg","https://www.yelp.com/biz/palace-hotel-a-luxury-collection-hotel-san-francisco-san-francisco?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.5","2 New Montgomery St","","","San Francisco","94105","US","CA","2 New Montgomery St","San Francisco, CA 94105",""
"Ohio","Columbus","The Westin Great Southern Columbus","https://s3-media4.fl.yelpcdn.com/bphoto/SckIEiVLJxvmjui0RHhtXQ/o.jpg","https://www.yelp.com/biz/the-westin-great-southern-columbus-columbus-2?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.0","310 S High St","","","Columbus","43215","US","OH","310 S High St","Columbus, OH 43215",""
"","","Hyatt Regency Columbus","https://s3-media1.fl.yelpcdn.com/bphoto/lhiwi03Hepo7Cml8UJIUxA/o.jpg","https://www.yelp.com/biz/hyatt-regency-columbus-columbus?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.0","350 N High St","","","Columbus","43215","US","OH","350 N High St","Columbus, OH 43215",""
"","","Hilton Columbus Downtown","https://s3-media2.fl.yelpcdn.com/bphoto/mK02QWZZc9G5KybQrNAspA/o.jpg","https://www.yelp.com/biz/hilton-columbus-downtown-columbus-3?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","401 N High St","","","Columbus","43215","US","OH","401 N High St","Columbus, OH 43215",""
"","","Renaissance Columbus Downtown Hotel","https://s3-media2.fl.yelpcdn.com/bphoto/24jV3zJ6xRjF1iL9gyF2cg/o.jpg","https://www.yelp.com/biz/renaissance-columbus-downtown-hotel-columbus?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.5","50 N Third St","","","Columbus","43215","US","OH","50 N Third St","Columbus, OH 43215",""
"","","Sheraton Columbus Hotel at Capitol Square","https://s3-media4.fl.yelpcdn.com/bphoto/xp5LLbhPZzXKKPIbNOmIYQ/o.jpg","https://www.yelp.com/biz/sheraton-columbus-hotel-at-capitol-square-columbus-2?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.0","75 E State St","","","Columbus","43215","US","OH","75 E State St","Columbus, OH 43215",""
"North Carolina","Charlotte","The Westin Charlotte","https://s3-media2.fl.yelpcdn.com/bphoto/_6wRXkFbmFIQ4NLviKThfw/o.jpg","https://www.yelp.com/biz/the-westin-charlotte-charlotte?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.5","601 South College St","","","Charlotte","28202","US","NC","601 South College St","Charlotte, NC 28202",""
"","","Omni Charlotte Hotel","https://s3-media4.fl.yelpcdn.com/bphoto/kGQzXzciLjQyEQe9Tcurww/o.jpg","https://www.yelp.com/biz/omni-charlotte-hotel-charlotte?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","2.5","132 E Trade St","","","Charlotte","28202","US","NC","132 E Trade St","Charlotte, NC 28202",""
"","","Aloft Charlotte Uptown at the EpiCentre","https://s3-media2.fl.yelpcdn.com/bphoto/mfCj801xSIQGFC1NJdLeQQ/o.jpg","https://www.yelp.com/biz/aloft-charlotte-uptown-at-the-epicentre-charlotte?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.0","210 E Trade St","Ste 500","","Charlotte","28202","US","NC","210 E Trade St","Ste 500","Charlotte, NC 28202"
"","","Hyatt House Charlotte Center City","https://s3-media4.fl.yelpcdn.com/bphoto/ad7v136jOtU8sgyrYtT20Q/o.jpg","https://www.yelp.com/biz/hyatt-house-charlotte-center-city-charlotte?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","435 East Trade St","","","Charlotte","28202","US","NC","435 East Trade St","Charlotte, NC 28202",""
"","","Charlotte Marriott City Center","https://s3-media4.fl.yelpcdn.com/bphoto/zasbuK9yd87BDSq38srzBQ/o.jpg","https://www.yelp.com/biz/charlotte-marriott-city-center-charlotte-3?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.5","100 W Trade St","","","Charlotte","28202","US","NC","100 W Trade St","Charlotte, NC 28202",""
"Indiana","Indianapolis","JW Marriott Indianapolis","https://s3-media4.fl.yelpcdn.com/bphoto/VCM89qmKp93Io4efBFFIig/o.jpg","https://www.yelp.com/biz/jw-marriott-indianapolis-indianapolis?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","10 S West Street","null","null","Indianapolis","46204","US","IN","10 S West Street","Indianapolis, IN 46204",""
"","","Omni Severin Hotel","https://s3-media4.fl.yelpcdn.com/bphoto/6Cn3eizRz8AZpIUywc_vaA/o.jpg","https://www.yelp.com/biz/omni-severin-hotel-indianapolis-2?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.5","40 W Jackson Pl","","","Indianapolis","46225","US","IN","40 W Jackson Pl","Indianapolis, IN 46225",""
"","","The Westin Indianapolis","https://s3-media3.fl.yelpcdn.com/bphoto/BOMaDTKDMtl7mkQKhReV4A/o.jpg","https://www.yelp.com/biz/the-westin-indianapolis-indianapolis?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.5","241 W Washington St","","","Indianapolis","46204","US","IN","241 W Washington St","Indianapolis, IN 46204",""
"","","Hyatt Regency Indianapolis","https://s3-media3.fl.yelpcdn.com/bphoto/VAegk1luI5qJgxtWjHoX7Q/o.jpg","https://www.yelp.com/biz/hyatt-regency-indianapolis-indianapolis?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.5","One South Capitol Ave","","","Indianapolis","46204","US","IN","One South Capitol Ave","Indianapolis, IN 46204",""
"","","The Alexander","https://s3-media1.fl.yelpcdn.com/bphoto/jINvzOX4LZAFvygKvTjM_w/o.jpg","https://www.yelp.com/biz/the-alexander-indianapolis?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","333 South Delaware St","","","Indianapolis","46204","US","IN","333 South Delaware St","Indianapolis, IN 46204",""
"Washington","Seattle","The Westin Seattle","https://s3-media4.fl.yelpcdn.com/bphoto/mqa2ppSarsrQiMtNqJn3Bg/o.jpg","https://www.yelp.com/biz/the-westin-seattle-seattle?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.5","1900 5th Ave","","","Seattle","98101","US","WA","1900 5th Ave","Seattle, WA 98101",""
"","","W Seattle","https://s3-media2.fl.yelpcdn.com/bphoto/Y8ngxOkLAYbtHxMtvIwmJQ/o.jpg","https://www.yelp.com/biz/w-seattle-seattle?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.5","1112 4th Ave","","","Seattle","98101","US","WA","1112 4th Ave","Seattle, WA 98101",""
"","","Hotel Max","https://s3-media2.fl.yelpcdn.com/bphoto/0YI_JG7sGRLoJcLptbyIoQ/o.jpg","https://www.yelp.com/biz/hotel-max-seattle?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.5","620 Stewart St","","","Seattle","98101","US","WA","620 Stewart St","Seattle, WA 98101",""
"","","The Edgewater Hotel","https://s3-media2.fl.yelpcdn.com/bphoto/dUUcZQsXhFaMO6QR3x3vHA/o.jpg","https://www.yelp.com/biz/the-edgewater-hotel-seattle-3?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.5","2411 Alaskan Way","","","Seattle","98121","US","WA","2411 Alaskan Way","Seattle, WA 98121",""
"","","Sheraton Grand Seattle","https://s3-media2.fl.yelpcdn.com/bphoto/OAT5-rd8RzHDYES6N9hk5A/o.jpg","https://www.yelp.com/biz/sheraton-grand-seattle-seattle?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.5","1400 6th Ave","","","Seattle","98101","US","WA","1400 6th Ave","Seattle, WA 98101",""
"Colorado","Denver","Sheraton Denver Downtown Hotel","https://s3-media2.fl.yelpcdn.com/bphoto/eaN85R_2DM9cmjLWxAyZZQ/o.jpg","https://www.yelp.com/biz/sheraton-denver-downtown-hotel-denver?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.0","1550 Court Pl","","","Denver","80202","US","CO","1550 Court Pl","Denver, CO 80202",""
"","","The Curtis Hotel","https://s3-media2.fl.yelpcdn.com/bphoto/IU99SZoKaGM3vrJCCoZnzw/o.jpg","https://www.yelp.com/biz/the-curtis-hotel-denver?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.5","1405 Curtis St","","","Denver","80202","US","CO","1405 Curtis St","Denver, CO 80202",""
"","","Hyatt Regency Denver","https://s3-media2.fl.yelpcdn.com/bphoto/Ow7oJQqBmSHwMjLy1GrniQ/o.jpg","https://www.yelp.com/biz/hyatt-regency-denver-denver-4?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","650 15th St","","","Denver","80202","US","CO","650 15th St","Denver, CO 80202",""
"","","Table Mountain Inn","https://s3-media4.fl.yelpcdn.com/bphoto/R-fcvmjS_vFyF24BG4eQkg/o.jpg","https://www.yelp.com/biz/table-mountain-inn-golden?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.5","1310 Washington Ave","","","Golden","80401","US","CO","1310 Washington Ave","Golden, CO 80401",""
"","","Magnolia Hotel Denver, a Tribute Portfolio Hotel","https://s3-media1.fl.yelpcdn.com/bphoto/m0LjZbwdXi9ePFgUrC539A/o.jpg","https://www.yelp.com/biz/magnolia-hotel-denver-a-tribute-portfolio-hotel-denver?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.5","818 17th St","","","Denver","80202","US","CO","818 17th St","Denver, CO 80202",""
"District of Columbia","Washington DC","Gaylord National Resort & Convention Center","https://s3-media4.fl.yelpcdn.com/bphoto/c6nx75pDuWpFB7teSd07zA/o.jpg","https://www.yelp.com/biz/gaylord-national-resort-and-convention-center-national-harbor-2?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.0","201 Waterfront St","","","National Harbor","20745","US","MD","201 Waterfront St","National Harbor, MD 20745",""
"","","MGM National Harbor","https://s3-media3.fl.yelpcdn.com/bphoto/dhbYj2PNjBwxh2Lwr9YeUQ/o.jpg","https://www.yelp.com/biz/mgm-national-harbor-national-harbor?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.0","","101 MGM National Ave","null","National Harbor","20745","US","MD","101 MGM National Ave","National Harbor, MD 20745",""
"","","W Washington D.C.","https://s3-media2.fl.yelpcdn.com/bphoto/Y-3PKqc91FUYwpEE5hLc1g/o.jpg","https://www.yelp.com/biz/w-washington-d-c-washington-2?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.0","515 15th St NW","F St. Between 14th and 15th Street","","Washington, DC","20004","US","DC","515 15th St NW","F St. Between 14th and 15th Street","Washington, DC 20004"
"","","Kimpton Hotel Palomar Washington DC","https://s3-media2.fl.yelpcdn.com/bphoto/MpclfoNqdJqCg54U8nUvOw/o.jpg","https://www.yelp.com/biz/kimpton-hotel-palomar-washington-dc-washington?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","4.0","2121 P St NW","NW","","Washington, DC","20037","US","DC","2121 P St NW","NW","Washington, DC 20037"
"","","Omni Shoreham Hotel","https://s3-media2.fl.yelpcdn.com/bphoto/j-7Vhvda3T0vBgnTF0jLeg/o.jpg","https://www.yelp.com/biz/omni-shoreham-hotel-washington?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.0","2500 Calvert St NW","","","Washington, DC","20008","US","DC","2500 Calvert St NW","Washington, DC 20008",""
"Texas","El Paso","Hotel Indigo El Paso Downtown","https://s3-media2.fl.yelpcdn.com/bphoto/MwejbFsZk15aUEI0FLqZuw/o.jpg","https://www.yelp.com/biz/hotel-indigo-el-paso-downtown-el-paso?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.0","325 N. Kansas Street","null","null","El Paso","79901","US","TX","325 N. Kansas Street","El Paso, TX 79901",""
"","","Hotel Paso Del Norte","https://s3-media1.fl.yelpcdn.com/bphoto/0y_BFx_8DLUbzWBhcNB26g/o.jpg","https://www.yelp.com/biz/hotel-paso-del-norte-el-paso?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","2.0","101 S El Paso St","","","El Paso","79901","US","TX","101 S El Paso St","El Paso, TX 79901",""
"","","Wyndham El Paso Airport","https://s3-media3.fl.yelpcdn.com/bphoto/cwUiQSyX08-bYW6RpvwSCw/o.jpg","https://www.yelp.com/biz/wyndham-el-paso-airport-el-paso-2?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","2.0","2027 Airway Blvd","","","El Paso","79925","US","TX","2027 Airway Blvd","El Paso, TX 79925",""
"","","Embassy Suites by Hilton El Paso","https://s3-media2.fl.yelpcdn.com/bphoto/ipRA8faZoerMTTkBq2h1iw/o.jpg","https://www.yelp.com/biz/embassy-suites-by-hilton-el-paso-el-paso-2?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","2.5","6100 Gateway E","","","El Paso","79905","US","TX","6100 Gateway E","El Paso, TX 79905",""
"","","DoubleTree by Hilton El Paso Downtown","https://s3-media2.fl.yelpcdn.com/bphoto/uMEJwNSXb7OUuYSD6A5VsQ/o.jpg","https://www.yelp.com/biz/doubletree-by-hilton-el-paso-downtown-el-paso?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.0","600 N El Paso St","","","El Paso","79901","US","TX","600 N El Paso St","El Paso, TX 79901",""
"Massachusetts","Boston","Boston Park Plaza","https://s3-media1.fl.yelpcdn.com/bphoto/n4eT910NFRQT80wfdlSAlQ/o.jpg","https://www.yelp.com/biz/boston-park-plaza-boston?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","2.5","50 Park Plz","","","Boston","02116","US","MA","50 Park Plz","Boston, MA 02116",""
"","","Omni Parker House","https://s3-media3.fl.yelpcdn.com/bphoto/OswE8snNQsJAUPcPaz78qA/o.jpg","https://www.yelp.com/biz/omni-parker-house-boston?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.5","60 School St","","","Boston","02108","US","MA","60 School St","Boston, MA 02108",""
"","","The Liberty Hotel","https://s3-media4.fl.yelpcdn.com/bphoto/ZNwDseRkZAof_-IDIvfXUQ/o.jpg","https://www.yelp.com/biz/the-liberty-hotel-boston-3?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.5","215 Charles St","","","Boston","02114","US","MA","215 Charles St","Boston, MA 02114",""
"","","Sheraton Boston Hotel","https://s3-media1.fl.yelpcdn.com/bphoto/egmNHwjqtZSqEqxmP486lQ/o.jpg","https://www.yelp.com/biz/sheraton-boston-hotel-boston?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw","3.0","39 Dalton St","","","Boston","02199","US","MA","39 Dalton St","Boston, MA 02199",""
