state,city,tours__name,tours__image_url,tours__url,tours__rating,tours__location__address1,tours__location__address2,tours__location__address3,tours__location__city,tours__location__zip_code,tours__location__country,tours__location__state,tours__location__display_address__001,tours__location__display_address__002,tours__location__display_address__003,tours__location__display_address__004,tours__review_count
Michigan,Detroit,HandleBar Detroit,https://s3-media3.fl.yelpcdn.com/bphoto/GvdvV8xz8yLsM8sRM_HviA/o.jpg,https://www.yelp.com/biz/handlebar-detroit-detroit?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,5,190 Gratiot Ave,null,,Detroit,48226,US,MI,190 Gratiot Ave,"Detroit, MI 48226",,,36
Michigan,Detroit,Trolley Tours of Cleveland,https://s3-media2.fl.yelpcdn.com/bphoto/_wp0Eu8e36azHkyg6B3wwQ/o.jpg,https://www.yelp.com/biz/trolley-tours-of-cleveland-cleveland?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4.5,2000 Sycamore St,,Near Powerhouse at Nautica,Cleveland,44113,US,OH,2000 Sycamore St,Near Powerhouse at Nautica,"Cleveland, OH 44113",,30
Oregon,Portland,Portland Walking Tours,https://s3-media4.fl.yelpcdn.com/bphoto/Ot21rwha9cYx5Q29TPCcPA/o.jpg,https://www.yelp.com/biz/portland-walking-tours-portland?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4,701 SW 6th Ave,Ste 130,Indoors and Under Pioneer Courthouse Square,Portland,97204,US,OR,701 SW 6th Ave,Ste 130,Indoors and Under Pioneer Courthouse Square,"Portland, OR 97204",329
Oregon,Portland,Brewvana Portland Brewery Tours,https://s3-media1.fl.yelpcdn.com/bphoto/dYbvpM3SlHRGawvJB0fT-w/o.jpg,https://www.yelp.com/biz/brewvana-portland-brewery-tours-portland-2?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,5,2580 NW Upshur St,null,,Portland,97210,US,OR,2580 NW Upshur St,"Portland, OR 97210",,,214
Oregon,Portland,Secrets of Portlandia Free Walking Tour,https://s3-media1.fl.yelpcdn.com/bphoto/5fLQBBz0vY2vXYeH3Fp7CA/o.jpg,https://www.yelp.com/biz/secrets-of-portlandia-free-walking-tour-portland-4?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,5,701 SW 6th Ave,,,Portland,97201,US,OR,701 SW 6th Ave,"Portland, OR 97201",,,191
Oregon,Portland,Forktown Food Tours,https://s3-media1.fl.yelpcdn.com/bphoto/jSLCKp-znZJMK754QnbRfA/o.jpg,https://www.yelp.com/biz/forktown-food-tours-portland?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,5,4110 SE Hawthorne Blvd,Ste 402,,Portland,97214,US,OR,4110 SE Hawthorne Blvd,Ste 402,"Portland, OR 97214",,166
Oregon,Portland,Willamette Jetboat Excursions,https://s3-media1.fl.yelpcdn.com/bphoto/j9dt5N8YgTOvcSF3YuKdcg/o.jpg,https://www.yelp.com/biz/willamette-jetboat-excursions-portland-2?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,5,1945 SE Water Ave,,,Portland,97214,US,OR,1945 SE Water Ave,"Portland, OR 97214",,,162
Oklahoma,Oklahoma City,Bricktown Water Taxi,https://s3-media1.fl.yelpcdn.com/bphoto/Z3C9P6b8zCqTTrwcd2-s6g/o.jpg,https://www.yelp.com/biz/bricktown-water-taxi-oklahoma-city?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,3.5,111 S Mickey Mantle,,,Oklahoma City,73104,US,OK,111 S Mickey Mantle,"Oklahoma City, OK 73104",,,49
Oklahoma,Oklahoma City,Water's Edge Winery - OKC,https://s3-media4.fl.yelpcdn.com/bphoto/g2-SOykt_8SNqRrmDvOEDg/o.jpg,https://www.yelp.com/biz/waters-edge-winery-okc-oklahoma-city?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,5,712 N Broadway Ave,,,Oklahoma City,73102,US,OK,712 N Broadway Ave,"Oklahoma City, OK 73102",,,35
Oklahoma,Oklahoma City,Oklahoma River Cruises,https://s3-media2.fl.yelpcdn.com/bphoto/IYGHrUEm_99Z2hLBbCOa9g/o.jpg,https://www.yelp.com/biz/oklahoma-river-cruises-oklahoma-city?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4.5,701 S Lincoln Blvd,,,Oklahoma City,73129,US,OK,701 S Lincoln Blvd,"Oklahoma City, OK 73129",,,19
Oklahoma,Oklahoma City,Oklahoma Hall of Fame,https://s3-media3.fl.yelpcdn.com/bphoto/UX2CrCcweDmh6RF6KZIVDA/o.jpg,https://www.yelp.com/biz/oklahoma-hall-of-fame-oklahoma-city?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4.5,1400 Classen Dr,,,Oklahoma City,73106,US,OK,1400 Classen Dr,"Oklahoma City, OK 73106",,,12
Oklahoma,Oklahoma City,The Arcadia Round Barn,https://s3-media3.fl.yelpcdn.com/bphoto/s9pUmhYoUkITmtVpqGeebQ/o.jpg,https://www.yelp.com/biz/the-arcadia-round-barn-arcadia?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4.5,107 E Hwy 66,,,Arcadia,73007,US,OK,107 E Hwy 66,"Arcadia, OK 73007",,,11
Nevada,Las Vegas,Showtime Tours,https://s3-media1.fl.yelpcdn.com/bphoto/wAocEqprkirx2KLYlM8iQA/o.jpg,https://www.yelp.com/biz/showtime-tours-las-vegas?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,1.5,1550 S Industrial Rd,,,Las Vegas,89102,US,NV,1550 S Industrial Rd,"Las Vegas, NV 89102",,,444
Nevada,Las Vegas,Eiffel Tower Viewing Deck,https://s3-media2.fl.yelpcdn.com/bphoto/fJLLptdsfr9nts9MhltfXA/o.jpg,https://www.yelp.com/biz/eiffel-tower-viewing-deck-las-vegas?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4,3655 Las Vegas Blvd S,,,Las Vegas,89162,US,NV,3655 Las Vegas Blvd S,"Las Vegas, NV 89162",,,372
Nevada,Las Vegas,Maverick Helicopters,https://s3-media2.fl.yelpcdn.com/bphoto/be5GEAXbE7CrC8i5eW8W6A/o.jpg,https://www.yelp.com/biz/maverick-helicopters-las-vegas-2?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4.5,6075 S Las Vegas Blvd,,,Las Vegas,89119,US,NV,6075 S Las Vegas Blvd,"Las Vegas, NV 89119",,,367
Nevada,Las Vegas,Gondola Ride at the Venetian,https://s3-media1.fl.yelpcdn.com/bphoto/8F01HgVX80yO3JkUO9siiw/o.jpg,https://www.yelp.com/biz/gondola-ride-at-the-venetian-las-vegas?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,3.5,3355 S Las Vegas Blvd,,,Las Vegas,89109,US,NV,3355 S Las Vegas Blvd,"Las Vegas, NV 89109",,,300
Nevada,Las Vegas,Lip Smacking Foodie Tours,https://s3-media2.fl.yelpcdn.com/bphoto/rw8Y1g9DO_rEDZj8bb-6kw/o.jpg,https://www.yelp.com/biz/lip-smacking-foodie-tours-las-vegas-2?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,5,3635 Las Vegas Blvd S,,,Las Vegas,89109,US,NV,3635 Las Vegas Blvd S,"Las Vegas, NV 89109",,,260
Tennessee,Memphis,Graceland,https://s3-media3.fl.yelpcdn.com/bphoto/0zG4xKfOax1WY-lxi5A0Sw/o.jpg,https://www.yelp.com/biz/graceland-memphis-3?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4,3717 Elvis Presley Blvd,,,Memphis,38116,US,TN,3717 Elvis Presley Blvd,"Memphis, TN 38116",,,852
Tennessee,Memphis,Gibson Guitar Factory Tours,https://s3-media3.fl.yelpcdn.com/bphoto/5lr1axcCtSyh_xZI3oNq-g/o.jpg,https://www.yelp.com/biz/gibson-guitar-factory-tours-memphis?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,3.5,145 George W Lee Ave,,,Memphis,38103,US,TN,145 George W Lee Ave,"Memphis, TN 38103",,,135
Tennessee,Memphis,Backbeat Tours,https://s3-media2.fl.yelpcdn.com/bphoto/Fu-G0BDp8SjBifIAAmI09g/o.jpg,https://www.yelp.com/biz/backbeat-tours-memphis?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4,140 Beale St,null,null,Memphis,38103,US,TN,140 Beale St,"Memphis, TN 38103",,,43
Tennessee,Memphis,Historical Haunts,https://s3-media2.fl.yelpcdn.com/bphoto/in_0k5F-0Ru1DyF9EMD_bA/o.jpg,https://www.yelp.com/biz/historical-haunts-memphis?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4,546 S Main St,null,,Memphis,38103,US,TN,546 S Main St,"Memphis, TN 38103",,,16
Tennessee,Memphis,A Tour Of Possibilities,https://s3-media4.fl.yelpcdn.com/bphoto/5sRRsxyM4yw5QRFaoIOD3g/o.jpg,https://www.yelp.com/biz/a-tour-of-possibilities-memphis?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,5,,null,,Memphis,38125,US,TN,"Memphis, TN 38125",,,,15
Kentucky,Louisville,Evan Williams Bourbon Experience,https://s3-media3.fl.yelpcdn.com/bphoto/Ynqy6de2Zksj-pEE_P09aw/o.jpg,https://www.yelp.com/biz/evan-williams-bourbon-experience-louisville?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4.5,528 West Main St,null,,Louisville,40202,US,KY,528 West Main St,"Louisville, KY 40202",,,329
Kentucky,Louisville,Louisville Mega Cavern,https://s3-media2.fl.yelpcdn.com/bphoto/4a7XHlDMxz1J_7Y2vKNyrw/o.jpg,https://www.yelp.com/biz/louisville-mega-cavern-louisville-2?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4,1841 Taylor Ave,,,Louisville,40213,US,KY,1841 Taylor Ave,"Louisville, KY 40213",,,292
Kentucky,Louisville,Angel's Envy,https://s3-media3.fl.yelpcdn.com/bphoto/JPmLwlPaNon1OGzHkdhx2Q/o.jpg,https://www.yelp.com/biz/angels-envy-louisville-5?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,5,500 E Main St,,null,Louisville,40202,US,KY,500 E Main St,"Louisville, KY 40202",,,220
Kentucky,Louisville,Copper and Kings,https://s3-media3.fl.yelpcdn.com/bphoto/gz1AdVpC5Rn9gHEQjs871w/o.jpg,https://www.yelp.com/biz/copper-and-kings-louisville-2?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4.5,1121 E Washington St,,,Louisville,40206,US,KY,1121 E Washington St,"Louisville, KY 40206",,,158
Kentucky,Louisville,Bulleit Frontier Whiskey Experience,https://s3-media4.fl.yelpcdn.com/bphoto/WyAvlIlGAAX_XHAVDcguTQ/o.jpg,https://www.yelp.com/biz/bulleit-frontier-whiskey-experience-louisville?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4.5,3860 Fitzgerald Rd,,,Louisville,40216,US,KY,3860 Fitzgerald Rd,"Louisville, KY 40216",,,156
Maryland,Baltimore,River Riders,https://s3-media2.fl.yelpcdn.com/bphoto/71MOzMVSGPXuyOX9OC24Ng/o.jpg,https://www.yelp.com/biz/river-riders-harpers-ferry?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4,408 Alstadts Hill Rd,,,Harpers Ferry,25425,US,WV,408 Alstadts Hill Rd,"Harpers Ferry, WV 25425",,,346
Maryland,Baltimore,The Walters Art Museum,https://s3-media1.fl.yelpcdn.com/bphoto/-Yusjp_a2nGNHicHMBZCdA/o.jpg,https://www.yelp.com/biz/the-walters-art-museum-baltimore?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4.5,600 N Charles St,,,Baltimore,21201,US,MD,600 N Charles St,"Baltimore, MD 21201",,,176
Maryland,Baltimore,Sagamore Spirit Distillery,https://s3-media3.fl.yelpcdn.com/bphoto/LZg7MtKU1tBrlNcLPTpS-w/o.jpg,https://www.yelp.com/biz/sagamore-spirit-distillery-baltimore?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,5,301 East Cromwell St,null,,Baltimore,21230,US,MD,301 East Cromwell St,"Baltimore, MD 21230",,,101
Maryland,Baltimore,Urban Pirates,https://s3-media2.fl.yelpcdn.com/bphoto/QYFPsFCZSIlZpJ-ZLgpYig/o.jpg,https://www.yelp.com/biz/urban-pirates-baltimore?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4,911 S Ann St,null,null,Baltimore,21231,US,MD,911 S Ann St,"Baltimore, MD 21231",,,90
Maryland,Baltimore,Segs in the City,https://s3-media3.fl.yelpcdn.com/bphoto/rcGC1dd0BgSOsRaSk35nzA/o.jpg,https://www.yelp.com/biz/segs-in-the-city-washington?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4.5,1300 Pennsylvania Ave NW,Ste 82b,,"Washington, DC",20004,US,DC,1300 Pennsylvania Ave NW,Ste 82b,"Washington, DC 20004",,83
Wisconsin,Milwaukee,Miller Brewery Tour,https://s3-media3.fl.yelpcdn.com/bphoto/lCZSGfm6Pp1qRMYo3MSxlA/o.jpg,https://www.yelp.com/biz/miller-brewery-tour-milwaukee?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4,4251 W State St,,,Milwaukee,53208,US,WI,4251 W State St,"Milwaukee, WI 53208",,,221
Wisconsin,Milwaukee,Best Place At the Historic Pabst Brewery,https://s3-media2.fl.yelpcdn.com/bphoto/mVIhTaE-GjkIY0lGIHXPjQ/o.jpg,https://www.yelp.com/biz/best-place-at-the-historic-pabst-brewery-milwaukee-2?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4.5,901 W Juneau Ave,null,,Milwaukee,53233,US,WI,901 W Juneau Ave,"Milwaukee, WI 53233",,,164
Wisconsin,Milwaukee,The Captain Frederick Pabst Mansion,https://s3-media1.fl.yelpcdn.com/bphoto/GNQtQvaDwEUIfzArN4aW3g/o.jpg,https://www.yelp.com/biz/the-captain-frederick-pabst-mansion-milwaukee?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4.5,2000 W Wisconsin Ave,,,Milwaukee,53233,US,WI,2000 W Wisconsin Ave,"Milwaukee, WI 53233",,,83
Wisconsin,Milwaukee,City Lights Brewing,https://s3-media3.fl.yelpcdn.com/bphoto/Rr1yqzBOwpM3sa2RFPf3Mg/o.jpg,https://www.yelp.com/biz/city-lights-brewing-milwaukee?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4,2200 W Mount Vernon Ave,,null,Milwaukee,53233,US,WI,2200 W Mount Vernon Ave,"Milwaukee, WI 53233",,,73
Wisconsin,Milwaukee,Untapped Tours,https://s3-media2.fl.yelpcdn.com/bphoto/40VlwHNnnEg5xeGPsMmQJQ/o.jpg,https://www.yelp.com/biz/untapped-tours-milwaukee?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,5,null,null,,Milwaukee,53202,US,WI,"Milwaukee, WI 53202",,,,30
New Mexico,Albuquerque,World Balloon,https://s3-media1.fl.yelpcdn.com/bphoto/PRgHJRda7oEnFgbqHUb1SA/o.jpg,https://www.yelp.com/biz/world-balloon-albuquerque-2?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4.5,6390 Coors Blvd NW,,,Albuquerque,87120,US,NM,6390 Coors Blvd NW,"Albuquerque, NM 87120",,,84
New Mexico,Albuquerque,Breaking Bad RV Tours,https://s3-media2.fl.yelpcdn.com/bphoto/d47qB3t0JhotssLxfnCvlQ/o.jpg,https://www.yelp.com/biz/breaking-bad-rv-tours-albuquerque?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4.5,1919 Old Town Rd,null,,Albuquerque,87107,US,NM,1919 Old Town Rd,"Albuquerque, NM 87107",,,64
New Mexico,Albuquerque,Tours of Old Town,https://s3-media3.fl.yelpcdn.com/bphoto/_V_egQev3JiBeqv8paN99g/o.jpg,https://www.yelp.com/biz/tours-of-old-town-albuquerque-2?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4.5,303 Romero St NW,,Plaza Don Luis N-120,Albuquerque,87104,US,NM,303 Romero St NW,Plaza Don Luis N-120,"Albuquerque, NM 87104",,63
New Mexico,Albuquerque,ABQ Trolley Co,https://s3-media3.fl.yelpcdn.com/bphoto/cAItA3jGZ9tSfY1ZQRRBEA/o.jpg,https://www.yelp.com/biz/abq-trolley-co-albuquerque?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4.5,800 Rio Grande NW,,,Albuquerque,87104,US,NM,800 Rio Grande NW,"Albuquerque, NM 87104",,,54
New Mexico,Albuquerque,Albuquerque Museum,https://s3-media2.fl.yelpcdn.com/bphoto/KcPVF1j0scQqtEl1h7P4dA/o.jpg,https://www.yelp.com/biz/albuquerque-museum-albuquerque-2?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4,2000 Mountain Rd NW,,,Albuquerque,87104,US,NM,2000 Mountain Rd NW,"Albuquerque, NM 87104",,,53
Arizona,Tucson,Sabino Canyon,https://s3-media3.fl.yelpcdn.com/bphoto/VlPcfBB4nEgIwmXj7jUd7w/o.jpg,https://www.yelp.com/biz/sabino-canyon-tucson?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4.5,5900 N Sabino Canyon Rd,,,Tucson,85750,US,AZ,5900 N Sabino Canyon Rd,"Tucson, AZ 85750",,,210
Arizona,Tucson,Tucson Food Tours,https://s3-media3.fl.yelpcdn.com/bphoto/GA7-QUVuTIFVp7DccRgtLA/o.jpg,https://www.yelp.com/biz/tucson-food-tours-tucson?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,5,,,,Tucson,85701,US,AZ,"Tucson, AZ 85701",,,,42
Arizona,Tucson,Western Destinations,https://s3-media1.fl.yelpcdn.com/bphoto/qhumSOXCwAwDIWxfxWXJqQ/o.jpg,https://www.yelp.com/biz/western-destinations-phoenix?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,5,21630 N 9th Ave,Ste 102-103,,Phoenix,85027,US,AZ,21630 N 9th Ave,Ste 102-103,"Phoenix, AZ 85027",,38
Arizona,Tucson,Arizona Stagecoach,https://s3-media4.fl.yelpcdn.com/bphoto/c8Zjx5bU4XlZ-bTt4KCTGw/o.jpg,https://www.yelp.com/biz/arizona-stagecoach-tucson-2?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,2.5,7250 S Tucson Blvd,,,Tucson,85756,US,AZ,7250 S Tucson Blvd,"Tucson, AZ 85756",,,35
Arizona,Tucson,Taste of Tucson Downtown,https://s3-media2.fl.yelpcdn.com/bphoto/LcheJfEL3UzoFnV1eju-wQ/o.jpg,https://www.yelp.com/biz/taste-of-tucson-downtown-tucson?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,5,100 S Avenida Del Convento,,,Tucson,85745,US,AZ,100 S Avenida Del Convento,"Tucson, AZ 85745",,,26
California,Fresno,Forestiere Underground Gardens,https://s3-media3.fl.yelpcdn.com/bphoto/UEHECxXm-0yvelYs5motag/o.jpg,https://www.yelp.com/biz/forestiere-underground-gardens-fresno?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4.5,5021 W Shaw Ave,,,Fresno,93722,US,CA,5021 W Shaw Ave,"Fresno, CA 93722",,,169
California,Fresno,Yosemite Mountain Sugar Pine Railroad,https://s3-media1.fl.yelpcdn.com/bphoto/Kx14J8Zv8xBkkTaqlkXEQQ/o.jpg,https://www.yelp.com/biz/yosemite-mountain-sugar-pine-railroad-fish-camp?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4.5,56001 Hwy 41,,,Fish Camp,93623,US,CA,56001 Hwy 41,"Fish Camp, CA 93623",,,89
California,Fresno,Yosemite Trails Saddle & Sleigh Company,https://s3-media3.fl.yelpcdn.com/bphoto/GzQ5yniZxJeUO96Iv6Cq_g/o.jpg,https://www.yelp.com/biz/yosemite-trails-saddle-and-sleigh-company-fish-camp?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4.5,7910 Jackson Rd,,,Fish Camp,93623,US,CA,7910 Jackson Rd,"Fish Camp, CA 93623",,,52
California,Fresno,Best Tours & Travel,https://s3-media2.fl.yelpcdn.com/bphoto/6n1ZNWxqn9iXOGXAV743bw/o.jpg,https://www.yelp.com/biz/best-tours-and-travel-fresno?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,3.5,2609 E McKinley Ave,,,Fresno,93703,US,CA,2609 E McKinley Ave,"Fresno, CA 93703",,,12
California,Fresno,Echo Adventure Cooperative,https://s3-media1.fl.yelpcdn.com/bphoto/SVadJTe3bzgGFcR9APYIrQ/o.jpg,https://www.yelp.com/biz/echo-adventure-cooperative-groveland-2?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,5,,null,,Groveland,95321,US,CA,"Groveland, CA 95321",,,,8
California,Sacramento,Sonoma Canopy Tours,https://s3-media4.fl.yelpcdn.com/bphoto/T6HbWRRdJ1WbucGgzDLzHA/o.jpg,https://www.yelp.com/biz/sonoma-canopy-tours-occidental?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,5,6250 Bohemian Hwy,,,Occidental,95465,US,CA,6250 Bohemian Hwy,"Occidental, CA 95465",,,470
California,Sacramento,Moaning Caverns Adventure Park,https://s3-media2.fl.yelpcdn.com/bphoto/CThHMMCIB3MytsFP6QWNRQ/o.jpg,https://www.yelp.com/biz/moaning-caverns-adventure-park-vallecito-2?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4,5350 Moaning Cave Rd,,,Vallecito,95251,US,CA,5350 Moaning Cave Rd,"Vallecito, CA 95251",,,269
